iteration,mean_failed_near_human,mean_stylized,mean_human_conventional,mean_human_unconventional
39,-0.6579832769487834,0.03438921676638496,-0.08215480157651704,-0.09712499263192528
40,-0.5838311431796057,-0.5377740481910395,0.36815733137276646,0.32318148557274057
41,-0.6353069993926679,-0.24181064017509593,0.2983853800042196,-0.3495573869388277
42,-0.8010210490540178,-0.019397384497334698,0.20641047330603715,-0.18650194916734178
43,-0.6842082248879235,0.21824490857990314,0.015546015246412859,0.11942003661094426
44,-0.6405471471167125,0.15753356787110953,-0.14681620159579697,0.23825299726054674
45,-0.7392253970227228,0.1859906082887141,-0.09311896023125911,0.21814756744065752
46,-0.6268544739239397,-0.0587831193225376,0.026835850922757833,0.602263518871195
47,-0.6706473993342346,-0.05401005810265187,0.23118587758811196,0.08498406118073777
48,-0.5073303932151062,0.15520862138600264,0.29320278931124094,-0.21969926823316674
49,-0.44212140503054076,0.2106333654975916,-0.03365492491722374,-0.31962101874160626
50,-0.2904358326425593,0.4116040616234728,0.3499138508885538,0.1107496236779092
51,-0.49758411908259387,-0.019935382010323195,0.11807506573061854,0.09866190575564418
52,-0.7334968253722444,0.25458546645374025,0.09936270325768017,-0.18809938750980826
53,-0.6246228119027408,-0.003448116631599258,0.1632967022949376,0.0791742943769095
54,-0.6604528075101769,-0.09285779541486626,0.19283143338877043,-0.03710212355809363
55,-1.0596785724052284,-0.050899601866305044,0.08902628616581719,-0.04769381207024961
56,-0.3737167447530232,0.014767033015644646,0.1827124457422241,0.05708593067070156
57,-0.3319862930754563,0.2845392823954919,0.13295999308836878,-0.029176550533119686
58,-0.8405046538047518,0.06517120366909647,-0.01346051990694039,-0.1398746048281346
59,-0.46439063594678137,-0.30666730317013613,0.05068799452193969,-0.014198207206443483
60,-0.9224942946927649,0.0827586143827012,0.09385094439964192,0.2452172957872923
61,-0.526300405515414,-0.019935382010323188,0.08531387206291578,0.6568329552127986
62,-1.0151581219263761,0.34721980502967437,0.3230089048266128,0.08391359722541271
63,-0.8351479840935364,0.28104859946375743,0.06325321882322152,0.12820682323091
64,-0.45179637574127984,0.2747456477174691,0.08624669528332055,0.04969485508551337
65,-0.22140951726252542,-0.08871247312861971,-0.04547139862090556,0.07603614752494534
66,-0.654729268685934,-0.14442770251494572,0.19914767464772395,0.11406496199341962
67,-0.2461482787401594,-0.17796438109428594,0.379153526867449,0.1578355868364645
68,-0.7332591077671193,0.16309213884223514,0.08083868194612173,-0.019251002130860482
69,-0.28637043415379465,0.5411169555862325,0.03395847499148132,-0.39811224205488666
70,-0.07759112489698632,-0.05932111683552608,-0.2661828038524962,-0.08343818806752554
71,-0.6606857040866292,0.43286438822208245,-0.2638945897592826,-0.39432682006640796
72,-0.7527116333582938,-0.2941004659146685,0.06729414931383744,0.062363920712449374
73,-0.608932545004657,0.15099770798800924,-0.011693258026999451,-0.0437732983442081
74,-0.7850525279369774,0.05397053488757716,0.3198767087120019,0.4020372842773018
75,-0.30574354558025035,0.2664138741688987,0.23254870449194096,-0.195415579193369
76,-0.7456901826410485,-0.2941004659146685,0.07076606521878513,0.19812977605398388
77,-0.5248010895914452,0.2518060492949129,0.218326494273849,-0.6062402384533678
78,-0.7737576964526476,0.006345518046423605,0.11796173879187512,0.23001690590049034
79,-0.4801568186554164,0.1734237710332465,0.06444382368136654,0.14254975146457421
80,-0.5836640103343061,0.06909163179235278,-0.29016118044653233,0.022165949478287466
81,-0.363970470620511,0.08831718535382684,-0.08820604650751063,-0.020003207347965013
82,-0.43562534258222024,0.257902617779027,-0.1360030712045755,-0.09143472600701738
83,-0.6241432173812004,-0.01369000740195996,-0.07374513399474554,0.1509443825523999
84,-0.6686194819569843,0.23646005822714702,-0.04627282843407678,-0.43636808222182794
85,-0.21332641629172702,0.0470457954425032,-0.22020813101368275,0.33238681402278664
86,-1.0829681966300702,-0.03250221926579081,0.07794861024155529,0.02349920653945515
87,-1.20550061210668,-0.1146561195264644,0.39972664660581536,0.16002767533115872
88,-0.6956389123875582,0.37457670011239813,0.14010565910457465,0.06390246432567782
89,-0.5967480171407464,0.3869613044145953,0.016466430584401528,0.16352821362805964
90,-0.9864016579667083,0.17574871751835341,0.09245398596130491,0.12207537849612866
91,-0.4801568186554164,-0.028001132419826085,0.3937384322872111,0.4596104223486952
92,-0.6248596559929205,-0.13893441082880117,0.211069027965862,0.1521579806810304
93,-0.4913962041462262,0.05710545325959356,0.07860435446918738,-0.23767835533711892
94,-0.822475032303192,0.12424440153002077,0.2193337438488574,0.1683688830865815
95,-0.585410024203363,0.3551033224859069,0.03132829124744282,0.08367221144196943
96,-0.5545731258310415,0.46857720716228046,-0.030743256727503238,0.24592220347707056
97,-0.9026240743585141,-0.1306951288128505,0.01233358227145184,-2.221923207170105e-05
98,-0.3577434026073104,-0.28144388723855024,0.42705927103524804,-0.42564364636843427
99,-0.6297367311825955,0.3944890573111097,-0.256933952834687,0.2223168986532764
100,-0.4916491066569853,0.18937303889898197,0.30258554286888545,0.1355723200407341
101,-0.5850531562346645,-0.09035061597648901,0.0060584471746845114,0.14337730120780792
102,-0.36659902720218646,0.2845392823954919,-0.10921008336283936,0.05925699073692614
103,-0.3890021612006822,-0.3413697181961039,-0.17913332793904332,-0.08627328486001977
104,-0.5861423703005928,0.2074984471255752,0.09392871485630479,0.17038046493385117
105,-0.2665797648126134,-0.12928809470935407,0.30022039462814165,-0.14307379756212857
106,-1.1187942447237789,0.08954198650405294,0.23747204912391395,-0.4410289463807878
107,-0.6921420027582785,-0.44296356925424757,0.01577494838559187,0.21735113743700807
108,-0.3941869464922453,0.4116040616234728,-0.202855170956417,0.24841977537671514
109,-0.32626670176494066,0.07072977464022212,0.13351969005319414,0.40259580684522206
110,-0.3904550950321322,0.2240754539249498,0.13752101929319008,0.04156723064756789
111,-0.6286396408698292,-0.3841378836315747,-0.0712792270602666,0.17586523320790667
112,-0.8623217931493338,-0.08560201689227287,0.07179612958214987,0.15601925019473914
113,-0.5907335944683473,-0.18334071911214123,-0.15088389896671486,-0.06659771443637931
114,-0.30574354558025035,0.14660487346351123,-0.06724079468729004,-0.4155020553506229
115,-0.7332019940103608,0.10408422026629194,0.38657320668144435,0.47355619146472305
116,-0.3523946091429329,0.0690916317923528,0.193296141785233,-0.39457427405539736
117,-0.6520394351182814,0.4384229591932081,-0.34818792840774654,0.056482920447387175
118,-0.6016252432654909,0.006345518046423588,0.24318588493951848,0.10408163161091441
119,-0.7870008802144396,-0.09348553434850541,0.1532438987863278,0.04307305405173527
120,-0.5143999773491472,0.22875877372418482,-0.13236410905329746,0.38798932634476857
121,-0.6294508801606747,0.21770691106691467,-0.1714653985112398,-0.0868120471138315
122,-0.9045282407329075,-0.10190704931772646,-0.19972708033354952,-0.10297001079796256
123,-0.7211451646630341,0.2917950609180854,0.015045636712314884,0.1383879327985548
124,-0.6283475852822372,0.36066189345703253,0.6009672303195639,0.13824047470215872
125,-0.8062638216172847,0.2758457930523499,-0.10036999280275882,0.34764179526339806
126,-0.8705034180056677,0.18103531411555807,0.2397224400334832,-0.3379117937800286
127,-0.6135375705410467,0.31339264117559706,-0.0500764809351566,0.43112062782221017
128,-0.6160021291386981,0.04409311002375719,-0.15236046997258867,-0.23212498953539273
129,-1.0704938093680179,0.24452580863664994,0.23057355489239065,-0.31750241787612227
130,-0.5475035416970003,0.09118012935192225,0.23840966081589618,-0.25136262234201145
131,-1.0756127614741084,-0.11474586094711506,0.10412107084440383,-0.537059485982703
132,-0.42802715699489774,0.08900398899106444,-0.017180177015176094,-0.36299787275128403
133,-0.7618572682863809,0.14678710641678158,-0.1659322743686813,0.19952728489660138
134,-1.0347020933224693,-0.3705135622509461,0.11715105371672528,-0.11194409703710725
135,-0.5695310466318951,0.2845392823954919,0.025717434738652074,0.30151471733551766
136,-0.9382101477951538,0.2022956407141677,-0.10121742071333688,0.15465556191150004
137,-0.4955064604442319,0.13341029727440448,0.2906469415871577,-0.26541958166949003
138,-0.7440543387956023,-0.34943546860560687,-0.22371389236663577,0.3236550001310435
139,-0.8939707273095496,0.15753356787110953,0.03006428884980549,0.24654460023856403
140,-0.9907358305012036,-0.2892621254098017,0.21033690754757625,0.1531746563128681
141,-0.4927461969697517,0.29492997929010173,-0.1640062508093478,-0.16023254946898652
142,-0.9584039162624828,-0.02781889946655573,-0.25691324463778326,0.2005470452528846
143,-0.3500310994826502,0.1637198777758743,-0.030079579185154134,-0.13684574317415202
144,-0.9576313926384052,0.13558643763526226,-0.11411113875607468,0.35365698359548314
145,-0.7365887336160298,0.3732287307125001,-0.1490176782587414,0.14913784833553745
146,-0.4990045418129471,0.16309213884223514,0.08440207575669068,-0.159605169144142
147,-0.6323804726699052,0.2450638061496384,-0.30215114337713783,0.15015149250718562
148,-0.30859547916696684,0.01790195138766105,0.18753627468930456,-0.09542461245978713
149,-0.6737432550917472,-0.13069512881285053,-0.018752864426672004,-0.1616447474297393
150,-0.36969006193102666,-0.32315456854886004,0.23305008937460972,0.11135161465596324
151,-0.913391972152801,0.48515421396165503,-0.07764896979931415,0.06288554650030916
152,-0.9699830533476155,0.009208462044518997,0.11313629738761095,0.15741724267678311
153,-0.4227105138754605,0.15753356787110953,0.20854147330253298,0.5581306111971751
154,-0.5303270883374106,-0.037522792723927945,0.31495390415921115,0.32909847970623496
155,-1.0594456758287758,-0.16989863068478303,0.21969704300530957,0.1464982275175062
156,-0.5160247956002496,0.20256761508808868,0.1654762521806306,0.29994307606823334
157,-0.7414257822139269,0.41187603599739386,-0.052946223499233856,-0.13153442581574162
158,-0.28473853782207564,0.02240303823362574,0.04934367971479038,0.17549265553733465
159,-1.0435185648405125,-0.3313100603790136,0.0033588154270075715,0.4536178453664501
160,-0.78858859064309,-0.031874480332151664,0.10335179911850176,0.07668143976597894
161,-0.35119877063731375,-0.21266679612025374,0.31888666459535797,0.021570631323577432
162,-0.6376978383692181,-0.3894489423644489,0.2776659710441042,-0.25743794929124647
163,-0.45813346284302153,0.15502638843273228,-0.0788462243482362,0.11277682334254845
164,-0.9762422717057563,0.16255414132924667,0.324156990370102,-0.019494608419190627
165,-0.8437257135564397,0.36147186534394204,0.19149296066951452,-0.08958319828260357
166,-0.3674575263948824,-0.17796438109428592,-0.044016110309460475,0.2460043281934357
167,-1.1002323725881689,0.2917950609180853,-0.06712022720642029,0.34750443060926445
168,-0.6050689866517392,0.15753356787110953,-0.044713569734233,-0.023489879045283688
169,-0.5991115268010291,-0.1777821481410156,0.315043007319795,0.08603056853950508
170,-0.6197848897898985,0.5324234662430906,0.08638077402806603,0.28083994361524817
171,-0.4321765663697364,-0.2593980508887007,-0.117765765090867,0.2800853119334913
172,-0.6395665787911169,-0.00031319825958286973,0.24690823273552273,0.40665530675892997
173,-0.3294291908506234,0.06185405234380971,0.06765679892351524,0.02530692917616482
174,-1.063261100764898,0.3004885502612274,0.5477054828178004,0.01943586808865386
175,-0.7649001695984253,-0.20478327866402118,0.3349359512699764,0.1353089571337312
176,-0.40503929127748667,-0.3237823074824992,0.2621139756342025,0.3035166344295364
177,-0.3755854851749219,0.48515421396165503,0.5388908044354478,0.18648919828276975
178,-0.4654062082267099,-0.1328712691737083,0.2188105464675731,-0.027608666808972254
179,-0.8661361100744029,-0.1914064695216441,0.30105048461088213,0.012806863384466793
180,-0.44359827352940806,-0.016800463638306784,-0.06818516197382021,-0.6477058765520761
181,-0.5129399654370806,0.07010203570658297,0.02123378795218197,-0.033905954833512
182,-0.7780172758510968,0.04391087707048682,0.08157103110311582,-0.3097554002603646
183,-0.7578305854643842,-0.011513867041102164,-0.10107162513921417,0.011789819452838048
184,-0.2559781263486807,0.35746169580003506,-0.13129075959443245,-0.010544797844530582
185,-0.398407221878792,0.2917950609180854,0.20338141439857635,-0.07413879703024587
186,-0.6799584993443826,0.11746102940866905,0.052087184026471674,0.09973518211637404
187,-0.25142605525775924,-0.0168004636383068,0.274668428979382,-0.10590820777061051
188,-0.7353223142685136,-0.04220611252316301,-0.11528175110550012,0.4267495554818433
189,-0.6084529504831168,0.38192222005564214,-0.14566412644747034,-0.06040876093575539
190,-0.5992342533538711,0.11582288656079973,0.028113521996666117,-0.4219336312420144
191,-0.6706473993342346,-0.15249345292444863,0.012433624423405423,0.2528708113039776
192,-0.47308723452137524,0.28704646183386917,0.38709991788165116,0.17766926539552788
193,-0.8168654600812174,0.10793936910456718,0.13166385391200755,0.04375441475353672
194,-0.9351672464831093,-0.021573524858192503,0.11761516028962306,0.30014091361039774
195,-0.7850131403640369,-0.106052371603973,0.1994344350020477,0.2907043769021182
196,-0.31407334449613655,0.3296323943160696,0.3202491569282489,0.3758685626085162
197,-1.08827673292449,0.07523086148618681,-0.012411289326414368,0.41585627939292724
198,-0.6030852551775575,-0.2593980508887007,0.5442864971897455,-0.08925973206837985
199,-0.7819958252562976,-0.11474586094711504,0.08495349983026754,0.00025841900207732423
200,-1.0099241787680024,-0.2411829012414568,-0.0729166465954154,-0.07169168098917529
201,-0.9474707737755239,0.04391087707048682,0.11634667627186727,0.033119422755050705
202,-0.24329896999266507,-0.2355652655667327,0.050572042403976,-0.05760716437937352
203,-0.5689962406129425,0.035845126660983925,0.10120372426569238,0.2713365285803943
204,-0.7248859964631099,-0.14863830408617337,0.07067054684344036,-0.16218160989971064
205,-0.9403680901952517,0.5702607996410747,0.05823259608679925,0.25039856169695296
206,-0.9187143098158561,0.2845392823954919,0.07152779601904195,-0.2670557034213498
207,-0.6762176675443067,0.14678710641678158,-0.1089105705548967,-0.06846796241568762
208,-0.7793681421895675,0.4457684791364522,-0.010919100476897457,0.13310943423464822
209,-0.8220237997602485,-0.5341011323060345,0.3698357757807544,-0.08802753886902182
210,-0.07100733985015682,0.15216344443463686,-0.02049294187625791,0.19993140724490607
211,-0.6990078422483711,0.18130728848947905,-0.17391943105758997,0.3512389360552663
212,-0.409140718170599,0.12901746274990647,-0.1589660388875946,-0.15467861386173093
213,-0.8097539470960519,0.2481987245216548,-0.4502795966176377,0.24072521771413968
214,-0.2756370887970571,-0.3706957952042165,-0.22197334408499328,0.3117240508628744
215,-0.4461868035193053,-0.23079220434684702,-0.014137761542880597,0.020698605776445587
216,-0.33870193595016,-0.21266679612025374,0.38190927320519835,-0.27308837238716993
217,-0.5918788181979092,-0.19671752825451833,0.006201879876114011,0.34336367566056997
218,-0.8297382090017832,-0.04220611252316301,0.10178596761713364,0.14681190131592542
219,-0.624866734073537,0.21036139112367058,-0.04489290596598935,0.15207215171145114
220,-0.5402349556246023,0.14129381473063704,-0.13441882718105524,0.1509410550471447
221,-0.7815252110747201,0.15529836280665327,-0.0899058496452331,-0.35887895356171795
222,-0.7209074470579091,-0.37857931266044903,0.43605498664828657,-0.21256930900560672
223,-0.6635447157539623,-0.058155380388898434,0.059296755232504425,-0.022587768004680684
224,-1.147073889936198,0.03602735961425426,0.055222815143324104,0.22192197029508615
225,-0.6646899394835243,0.4218459523938335,0.28122038390611814,-0.10894722068389572
226,-1.4641643400235618,0.043910877070486805,0.16967374724596881,0.17779680946122442
227,-1.1187942447237789,0.3903437350248632,-0.15569674287852944,0.16233044705079175
228,-0.8456564905851531,-0.0028203776979601114,-0.021089480717378494,0.12196210804827347
229,-0.9100632198188359,-0.07527038470126153,-0.03229006794644101,0.3715049772483474
230,-0.5659092142603231,-0.06738686724502897,0.2139736376455522,0.027208286799011955
231,-0.6498913465730917,0.0701917771272336,0.2731609777611434,0.44404408480281493
232,-0.5713604830418915,-0.03752279272392795,0.46353110724820284,0.024587955249592952
233,-0.9970073048068618,0.21851688295382415,-0.05165206571461526,-0.09970934628088195
234,-0.5213533378289761,0.036383124173972416,0.3666224127158962,-0.3418505828426333
235,-0.8186860670863203,0.16309213884223514,0.34040573382717376,-0.008806502348336385
236,-0.9419155395360163,0.19441212325793517,0.36935536239177413,0.24091775387085662
237,-0.9541088968048204,-0.3074772750570456,0.20613041711478627,0.10175876578079321
238,-0.966495997573244,-0.011869631600820291,0.20986933971340788,-0.030529580425618912
239,-0.3052577464930387,0.4162873814227079,0.12241429431827981,0.07802613055388563
240,-0.3816394970290344,-0.5616068335130074,0.08352428830801888,0.2972804677756164
241,-1.0468473171744779,0.12050620636003477,0.2678991278988519,-0.022085320681134193
242,-0.44781869985102435,-0.011424125620451506,-0.04388100240839915,-0.046905333905622744
243,-0.637944536314306,0.05197662747998972,-0.14789901340302092,-0.25047953867285666
244,-1.130864875439741,-0.0033583752109486325,0.2723696184745834,0.4059066029822867
245,-0.5452718796758015,0.3004885502612274,-0.09751373863580962,0.09044007709447717
246,-0.7239993553016946,0.12534454686490157,0.20506851609017204,0.1723834261962314
247,-1.082845470077228,0.23296937529541248,0.15405054370960578,0.13879344213895745
248,-0.899046367027517,0.08900398899106444,0.2040672454566707,0.305636626663751
249,-0.6561794267430923,0.009208462044519004,0.2674243877963749,0.0020426896588823717
250,-0.8373796461147351,-0.08560201689227287,0.11458038266473254,-0.32949779070184254
251,-0.31906526999181567,0.0682816599054433,-0.21929316390825213,0.005857795545352833
252,-0.5540963070837928,0.03638312417397243,-0.005414898964996092,0.22361924079494203
253,-0.627951564236706,0.1843524654408448,-0.23081499681365955,0.3147221816516867
254,-0.8057650440026798,-0.3676506182528508,0.4694978755799846,0.12412214761496856
255,-0.18955719754534495,0.014767033015644637,-0.12907951095995102,-0.2397107067463098
256,-0.14714721346973716,-0.02524644074319739,0.1686795637148193,0.0649024775253781
257,-0.5836631368193608,0.2954679768030902,-0.33459630728954165,-0.2850379146351915
258,-1.0013414773413571,-0.0963484783466008,-0.4443806923049626,-0.003893024729506565
259,-0.485876409965932,0.10775713615129685,-0.0012358268975493556,0.40581220271690815
260,-0.731464960481267,0.07861329209645465,0.11373750326170858,0.411701486649011
261,-0.526349412447155,0.09987361869506428,0.10874793749447874,-0.05472542406093707
262,-0.32504841583422,0.06149828778409157,0.43136725379378865,0.1896988702411644
263,-0.5644120945258048,-0.33973157534823467,-0.005246572489294388,0.05388100509627346
264,-1.1879836845728917,0.04391087707048683,-0.18009045247098618,0.1620999882872424
265,-0.2617418426997712,0.18802506949908396,0.25952420485620575,-0.17170593418546704
266,-0.26320185461183776,-0.029639275267695418,-0.18813760164089036,-0.10721323059230585
267,-0.5555474895909659,0.4376129873062986,0.3778437601863428,0.31635408008850446
268,-0.5725787689726122,0.3564512918858049,0.04024014017147222,0.348704542578642
269,-0.6314386200110774,-0.42170324265563786,-0.2687296061611809,-0.0309131049687937
270,-0.7268737363135126,0.01790195138766104,0.2930553517886114,0.13268086340791144
271,-0.895554490224473,0.3105482080783177,-0.05475065723934032,-0.38091265534264424
272,-0.47396890371904865,0.2742076502044806,-0.1468324074993033,-0.26430233725226193
273,-0.9326888865168226,0.23664229118041738,0.3199973576645182,-0.05974019591152683
274,-0.6641846589702898,-0.46055097996785227,0.09328051861525341,-0.12226138027345972
275,-0.6160440579898225,-0.032502219265790784,0.37526608119182053,0.13851184851595016
276,-0.8386350398679079,-0.12200163946970846,0.0889441679530313,-0.5064302852676035
277,-0.6564751316199212,-0.090350615976489,-0.21681259210306297,-0.08444551658231224
278,-0.5151654228926084,0.16473028169010445,0.0863342572611254,0.0485154489705772
279,-0.8959593406748976,0.1709756562984677,-0.11835721527085089,-0.020901487914796752
280,-0.29640212189816273,0.21905488046681265,-0.052036236682495414,0.1442024755731683
281,-0.8775177906422965,0.06203628529708007,-0.2517566219070288,0.2736656980763374
282,-0.21454250603299732,0.2017576432011792,-0.09671707825354563,0.1666639726618488
283,-0.4392461505037774,-0.0028203776979601114,0.19854556351494093,-0.09888589706007711
284,-0.780502713898,-0.3313100603790136,0.22478573219511472,-0.24806933719113114
285,-0.5575842363731095,0.3665109497028952,0.23917234466481077,-0.1756403065879865
286,-0.859644868654755,0.1608569337777789,-0.2684963920394207,-0.14361839355320521
287,-0.4254699038349954,0.2069604496125867,0.024446317155126875,-0.14478554659336476
288,-0.7243953763472258,-0.15231121997117827,0.08481049654081503,0.062324537612125815
289,-0.805372298564703,-0.07690852754913083,-0.060235584497887254,-0.017173268472792165
290,-0.3433204285716884,0.07054754168695175,0.10672408469003931,-0.533466694639572
291,-1.0207283901364483,0.09987361869506428,-0.0612306089930495,0.08636444575143856
292,-0.6297046561863793,0.03922755727125176,-0.13376103178446044,-0.09579298735032417
293,-0.765432718565434,0.001142711635016098,0.1995702613953721,0.1986572475926509
294,-0.4981116960858606,-0.3681886157658393,-0.23969933248099887,0.48285237944503756
295,-0.8294964830204374,0.16363013635522364,0.02599936719142069,0.06193725693871654
296,-1.2362497878804923,0.04391087707048682,0.09157938722869553,0.05124918894654695
297,-1.0061303925224585,-0.01124189266718115,0.04143928126618907,-0.2836964009902074
298,-0.2910757758588868,-0.3760721332220718,0.20076934286261044,0.07321631565661797
299,-0.5003505871227454,0.16309213884223514,-0.46702483045137655,0.3289859145664277
300,-0.7423173052665083,0.1891908059457116,-0.05584440353379173,-0.07384815392853973
301,-1.16085013660498,0.1637198777758743,-0.011535802979657355,0.24567774885397764
302,-0.6040946228918148,0.06991980275331262,0.29616982376540896,-0.387998105791138
303,-0.754986248680632,0.3004885502612274,0.12872198619169317,0.057958198310982235
304,-0.7362570888467247,0.025785468843893575,0.009449036078728625,0.2015489186052078
305,-0.446959327143383,0.36901812914127247,0.23207497583791722,-0.10651026138185303
306,-0.28043542172818603,0.009836200978158136,-0.0942433850764043,-0.025803711794867283
307,-0.6109202848550597,0.11746102940866905,0.17571441148025935,0.1416242654002972
308,-0.574724812263421,-0.004168347097858104,-0.3383618202762914,0.1432916718173379
309,-0.7398428928139488,0.2151344523435563,0.38254875413872197,0.2304080025814588
310,-0.8937338832193699,0.16255414132924667,-0.05204830595684477,-0.2688948728155413
311,-0.5290606689898942,-0.4818113065664619,-0.3162332422287787,0.2716249580069576
312,-0.5712377564890495,0.14714287097649972,-0.09898545057448957,0.07419134094474088
313,-0.4873785016641925,0.05986014493622226,-0.0669571684669436,-0.26819747442646497
314,-0.4227940873514696,-0.025428673696467747,-0.22214017325886673,0.3108808863140863
315,-0.7650632940675042,0.025785468843893575,-0.008211668543230018,-0.42929975673391313
316,-0.787978971098702,0.524539948786858,0.46768904640611064,0.3730759590006268
317,-0.7252586965685944,0.06517120366909646,-0.13969754623433883,0.08194330284675069
318,-0.8881980306184963,-0.3050291603222668,-0.13629757921840033,-0.13808808362669772
319,-0.4665032985394763,0.3136831264503342,-0.03685881714133421,-0.1255141909626005
320,-0.4484193390554495,0.07019177712723361,0.18169756903243325,0.22517624968694266
321,-1.022275839477213,0.25294732360587097,0.14703110710180037,0.02617899785517887
322,-0.44907613885857783,0.14158430000537406,0.026182320964516698,-0.06664889992421254
323,-0.4294484532401963,0.05179439452671936,0.014485280001465206,-0.05904049624453502
324,-0.599598199403186,0.44256828147945465,0.26212668151603735,-0.10206029000054981
325,-1.054321902694013,0.07807529458346615,0.5048491820673641,-0.0661374162220562
326,-0.7496639110175768,-0.29410046591466854,0.3550511681667133,0.59319971856532
327,-1.1132682459778136,-0.2053212761770097,0.1756826683943573,-0.039659796864037686
328,-0.5482401878517998,0.23977720955243378,0.18713986907182417,-0.16114477440083114
329,-0.09550422441137547,0.06517120366909644,0.15350787756649525,-0.23901964053566865
330,-0.5628981037182552,-0.14882053703944376,0.2141468637238742,-0.2846450611683214
331,-0.7994381596540399,0.11645062549443887,0.23710262761688852,0.01384767795441547
332,-0.4373712055162075,-0.13069512881285053,-0.021238925311718036,0.28274938161999874
333,-0.8030146343831077,-0.028356896979544226,0.06454289372571038,-0.16171670419452105
334,-0.7099813826515666,0.3125173900037065,0.15093092450763473,0.10367801023325299
335,-0.6406621381689955,-0.16019473742741083,0.5797198664171672,-0.05382554562640259
336,-0.5462502518119468,0.13394829478739298,-0.2297819845052653,0.20040178884271445
337,-0.766941888344311,0.05179439452671936,0.3085149176148258,0.08594135422475017
338,-0.41397761583342646,0.20731621417230484,-0.039339025926293535,0.2716100382609605
339,-0.744423763293532,0.4037205441672403,0.1622034500001602,-0.1681106466730153
340,-0.5341844421246572,-0.3802174555083183,0.11260572803715496,-0.6887591610874187
341,-0.885523022869494,0.022650550471877178,-0.3146902108676092,-0.04712851492865899
342,-0.5031543872926661,0.26578613523525957,0.15834142825219796,0.14014889337476852
343,-0.6589534915862079,-0.11474586094711506,-0.07635411875325605,-0.1489277110235056
344,-0.548758935450173,-0.24344878302296527,0.03373193663545358,0.3673148331106904
345,-1.155726363470217,0.12534454686490157,-0.004249882912722737,-0.47806593123643853
346,-0.6826030389979135,0.20731621417230484,0.33801517715157575,-0.3164421987000964
347,-0.8777996941504901,0.12847946523691797,-0.2714535434083084,-0.22635181950137
