orig_idx,group,path,filename,dist_to_conventional_centroid,coherence_score,iteration
27,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_135.png,human_135.png,21.876373,0.007784476482537839,5
61,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_222.png,human_222.png,22.117422,-0.03935573986695949,5
57,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_210.png,human_210.png,19.98648,-0.4075721449284971,5
79,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_46.png,human_46.png,14.248405,0.6339273616560955,5
96,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_99.png,human_99.png,20.602016,-0.4106362009750767,5
108,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (8).jpg,images (8).jpg,23.590157,-1.4914487885698153,5
104,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (10).jpg,images (10).jpg,28.381678,-0.6360580268558174,5
104,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (10).jpg,images (10).jpg,28.381678,-0.6360580268558174,5
104,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (10).jpg,images (10).jpg,28.381678,-0.6360580268558174,5
111,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ss4.PNG,ss4.PNG,24.148546,1.1204264387577667,5
102,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (7).jpg,download (7).jpg,26.280672,0.320453052012185,5
100,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (4).jpg,download (4).jpg,27.74065,0.08757208848007958,5
3,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,han.png,24.45735,-0.5367685530156894,6
0,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,bina48.png,24.91506,-1.7743973373777044,6
1,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,erica.jpg,26.215174,-0.08914293856025549,6
0,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,bina48.png,24.91506,-1.7743973373777044,6
7,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,nadine.png,24.272629,-0.22675567569889038,6
7,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,nadine.png,24.272629,-0.22675567569889038,6
6,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,kodomoroid.jpg,25.075401,-1.3500729892600272,6
13,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\kojiro.png,kojiro.png,21.614193,-0.41664775480280614,6
15,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\romeo.png,romeo.png,32.866188,0.15338793375809723,6
11,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\alter.png,alter.png,23.695606,0.5451271251301395,6
16,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\topio.png,topio.png,29.265938,0.3022102199483647,6
13,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\kojiro.png,kojiro.png,21.614193,-0.41664775480280614,6
16,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\topio.png,topio.png,29.265938,0.3022102199483647,6
11,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\alter.png,alter.png,23.695606,0.5451271251301395,6
56,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_208.png,human_208.png,17.692171,-0.027878475069266884,6
72,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_263.png,human_263.png,19.526949,0.6326988220364377,6
56,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_208.png,human_208.png,17.692171,-0.027878475069266884,6
52,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_199.png,human_199.png,23.69695,0.045875761564691295,6
30,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_139.png,human_139.png,22.013685,-0.01325993294768657,6
47,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_178.png,human_178.png,21.75578,0.33143936842967825,6
36,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_155.png,human_155.png,21.891294,-0.7090101067720764,6
102,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (7).jpg,download (7).jpg,27.692678,0.320453052012185,6
109,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (9).jpg,images (9).jpg,28.222445,-0.26696864173315127,6
108,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (8).jpg,images (8).jpg,23.822155,-1.4914487885698153,6
107,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (6).jpg,images (6).jpg,21.026474,0.26712001078478337,6
103,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download.jpg,download.jpg,23.713732,0.3612849732375988,6
114,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ts-rich-190.jpg,ts-rich-190.jpg,21.453932,-0.6893360926045987,6
98,human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (2).jpg,download (2).jpg,22.390022,0.4171091228769391,6
3,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,han.png,24.62374,-0.5367685530156894,7
1,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,erica.jpg,25.046228,-0.08914293856025549,7
3,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,han.png,24.62374,-0.5367685530156894,7
9,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,sophia.png,21.553112,-0.055277483770359834,7
3,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,han.png,24.62374,-0.5367685530156894,7
9,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,sophia.png,21.553112,-0.055277483770359834,7
4,failed_near_human,C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,jiajia.png,21.60896,-0.7892777752872663,7
14,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\milo.png,milo.png,32.961117,-1.2509165872050445,7
13,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\kojiro.png,kojiro.png,20.965847,-0.41664775480280614,7
11,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\alter.png,alter.png,23.874104,0.5451271251301395,7
15,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\romeo.png,romeo.png,32.98899,0.15338793375809723,7
16,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\topio.png,topio.png,29.601511,0.3022102199483647,7
11,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\alter.png,alter.png,23.874104,0.5451271251301395,7
15,stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\romeo.png,romeo.png,32.98899,0.15338793375809723,7
37,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_157.png,human_157.png,19.205471,-0.02977369321884422,7
74,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_276.png,human_276.png,19.830006,0.4266764303974099,7
80,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_47.png,human_47.png,22.875042,-1.049848650454231,7
52,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_199.png,human_199.png,22.49867,0.045875761564691295,7
75,human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_31.png,human_31.png,19.760195,-0.6316875108527215,7
