iteration,mean_dist_to_conventional,mean_dist_to_unconventional,mean_delta,median_delta,centroid_unconventional_count,centroid_conventional_count,nn_unconventional_count,nn_conventional_count,prop_centroid_unconventional,prop_nn_unconventional
279,26.664427,27.164564,-0.50013596,-0.64338493,2,5,0,7,0.2857142857142857,0.0
280,24.341059,24.270502,0.07055555,0.14140892,5,2,4,3,0.7142857142857143,0.5714285714285714
281,23.169935,25.951597,-2.7816627,-2.5062885,0,7,2,5,0.0,0.2857142857142857
282,24.113815,24.788214,-0.6743995,-0.5347271,0,7,6,1,0.0,0.8571428571428571
283,24.83818,24.982718,-0.14453642,-0.14083862,2,5,7,0,0.2857142857142857,1.0
284,24.100359,25.402418,-1.3020543,-1.3430367,0,7,6,1,0.0,0.8571428571428571
285,24.748089,25.652113,-0.9040225,-0.9704132,1,6,1,6,0.14285714285714285,0.14285714285714285
286,26.562885,26.73291,-0.1700227,-0.025184631,3,4,5,2,0.42857142857142855,0.7142857142857143
287,23.757227,24.285522,-0.5282985,-0.5529671,3,4,3,4,0.42857142857142855,0.42857142857142855
288,25.522814,25.953182,-0.43036678,-0.32456017,2,5,2,5,0.2857142857142857,0.2857142857142857
289,23.921923,25.917002,-1.995078,-1.6940899,0,7,4,3,0.0,0.5714285714285714
290,23.244997,25.500397,-2.2553985,-2.191475,0,7,3,4,0.0,0.42857142857142855
291,23.640537,23.98136,-0.34082332,-0.16410065,3,4,0,7,0.42857142857142855,0.0
292,25.360933,24.823137,0.5377957,0.7947216,7,0,4,3,1.0,0.5714285714285714
293,25.01823,25.343983,-0.32575253,-0.20453453,1,6,7,0,0.14285714285714285,1.0
294,26.229954,26.635403,-0.40544865,-0.35296822,2,5,7,0,0.2857142857142857,1.0
295,24.645273,25.495306,-0.8500361,-0.8293381,0,7,6,1,0.0,0.8571428571428571
296,24.927889,25.701277,-0.7733857,-0.45730782,1,6,7,0,0.14285714285714285,1.0
297,24.764206,25.684872,-0.92066574,-0.9412346,1,6,4,3,0.14285714285714285,0.5714285714285714
298,23.682451,24.412931,-0.7304791,-0.4676304,1,6,3,4,0.14285714285714285,0.42857142857142855
299,24.156673,25.118713,-0.96203804,-1.1070652,1,6,3,4,0.14285714285714285,0.42857142857142855
300,24.599762,25.590698,-0.990933,-0.8973789,0,7,3,4,0.0,0.42857142857142855
301,26.872417,28.892282,-2.0198658,-1.8253708,0,7,6,1,0.0,0.8571428571428571
302,24.189709,26.048876,-1.8591669,-2.2479286,0,7,0,7,0.0,0.0
303,25.702724,26.18987,-0.48714665,-0.8430309,3,4,3,4,0.42857142857142855,0.42857142857142855
304,26.11152,26.284529,-0.17300852,-0.103897095,2,5,5,2,0.2857142857142857,0.7142857142857143
305,24.766968,25.916813,-1.149847,-1.3962669,1,6,5,2,0.14285714285714285,0.7142857142857143
306,23.52092,25.077768,-1.5568494,-1.4517498,0,7,5,2,0.0,0.7142857142857143
307,24.933056,25.166517,-0.23346138,-0.2708702,2,5,0,7,0.2857142857142857,0.0
308,23.58057,23.45579,0.1247812,0.21632576,5,2,5,2,0.7142857142857143,0.7142857142857143
309,23.622808,24.952755,-1.3299478,-1.0262508,1,6,6,1,0.14285714285714285,0.8571428571428571
310,26.157104,26.274195,-0.11708641,0.27644348,4,3,5,2,0.5714285714285714,0.7142857142857143
311,25.303888,25.449114,-0.14522688,-0.38004303,3,4,7,0,0.42857142857142855,1.0
312,24.239561,23.764082,0.47547802,0.3041935,6,1,2,5,0.8571428571428571,0.2857142857142857
313,24.634296,25.60359,-0.9692898,-1.2258587,1,6,2,5,0.14285714285714285,0.2857142857142857
314,24.48147,25.26113,-0.77966064,-0.7506676,1,6,0,7,0.14285714285714285,0.0
315,24.20007,24.861012,-0.66094315,-0.64928436,1,6,3,4,0.14285714285714285,0.42857142857142855
316,27.845354,28.920284,-1.0749283,-0.82268715,0,7,5,2,0.0,0.7142857142857143
317,23.673037,24.049225,-0.37618965,-0.52280426,1,6,5,2,0.14285714285714285,0.7142857142857143
318,26.386501,26.740864,-0.35436112,-0.7028427,3,4,5,2,0.42857142857142855,0.7142857142857143
319,25.385023,25.210415,0.17461286,0.11743927,4,3,4,3,0.5714285714285714,0.5714285714285714
320,23.812351,24.2598,-0.447449,-0.4587555,0,7,3,4,0.0,0.42857142857142855
321,23.662527,25.358067,-1.6955376,-1.7359505,0,7,0,7,0.0,0.0
322,25.722769,25.766226,-0.04345894,-0.165102,2,5,7,0,0.2857142857142857,1.0
323,22.937159,23.692383,-0.7552234,-0.93052864,1,6,2,5,0.14285714285714285,0.2857142857142857
324,24.60675,25.208517,-0.6017685,-0.7441616,1,6,3,4,0.14285714285714285,0.42857142857142855
325,23.415571,24.102644,-0.68707085,-0.8991108,2,5,3,4,0.2857142857142857,0.42857142857142855
326,25.47491,25.585545,-0.11063467,0.06550789,4,3,6,1,0.5714285714285714,0.8571428571428571
327,26.350023,26.919834,-0.56980866,-0.89548683,2,5,2,5,0.2857142857142857,0.2857142857142857
328,23.000048,24.469664,-1.4696132,-1.3545551,0,7,1,6,0.0,0.14285714285714285
329,23.831617,25.201782,-1.3701649,-1.1129417,0,7,4,3,0.0,0.5714285714285714
330,22.974152,24.416811,-1.4426572,-1.3203182,0,7,0,7,0.0,0.0
331,23.93817,25.328766,-1.3905962,-1.5619678,0,7,6,1,0.0,0.8571428571428571
332,25.239832,25.288237,-0.048402514,-0.00074768066,3,4,5,2,0.42857142857142855,0.7142857142857143
333,24.945807,25.546759,-0.60095245,-0.6832428,3,4,1,6,0.42857142857142855,0.14285714285714285
334,23.840683,25.303617,-1.4629328,-1.5162601,0,7,0,7,0.0,0.0
335,23.173094,24.317991,-1.1448996,-1.3785286,1,6,0,7,0.14285714285714285,0.0
336,25.593561,25.708117,-0.11455699,0.35007095,4,3,6,1,0.5714285714285714,0.8571428571428571
337,25.349735,25.99373,-0.6439956,-0.4110527,1,6,4,3,0.14285714285714285,0.5714285714285714
338,23.98035,24.071424,-0.091073446,-0.17216873,2,5,5,2,0.2857142857142857,0.7142857142857143
339,25.963076,27.20254,-1.239463,-1.6715412,2,5,0,7,0.2857142857142857,0.0
340,26.44443,26.518919,-0.07448714,0.4007721,4,3,3,4,0.5714285714285714,0.42857142857142855
341,23.480875,23.490952,-0.010075978,-0.2887287,3,4,2,5,0.42857142857142855,0.2857142857142857
342,24.132187,24.811016,-0.67883027,-0.7585907,2,5,0,7,0.2857142857142857,0.0
343,23.406963,24.096722,-0.6897597,-0.8526745,0,7,3,4,0.0,0.42857142857142855
344,25.983171,26.263582,-0.28040805,-0.35588074,2,5,4,3,0.2857142857142857,0.5714285714285714
345,25.875902,27.568823,-1.6929207,-2.0142307,0,7,2,5,0.0,0.2857142857142857
346,25.84216,25.738607,0.103548594,-0.18645477,3,4,5,2,0.42857142857142855,0.7142857142857143
347,26.994192,27.489935,-0.49574226,-0.56163216,2,5,2,5,0.2857142857142857,0.2857142857142857
348,28.301968,28.539762,-0.23779406,0.3191681,4,3,5,2,0.5714285714285714,0.7142857142857143
349,24.514011,25.07014,-0.55612916,-0.65960693,2,5,0,7,0.2857142857142857,0.0
350,24.218222,25.529879,-1.3116542,-1.528471,0,7,0,7,0.0,0.0
351,24.903605,26.025473,-1.121873,-1.2360554,0,7,2,5,0.0,0.2857142857142857
352,25.07403,25.355127,-0.28109688,-0.008588791,2,5,0,7,0.2857142857142857,0.0
353,27.193808,28.645823,-1.4520117,-1.6088333,0,7,6,1,0.0,0.8571428571428571
354,25.377855,25.443516,-0.06566048,-0.00356102,3,4,5,2,0.42857142857142855,0.7142857142857143
355,26.015856,25.973963,0.04189137,-0.045986176,3,4,0,7,0.42857142857142855,0.0
356,25.693338,26.017818,-0.3244798,-0.2795906,1,6,6,1,0.14285714285714285,0.8571428571428571
357,27.54952,26.697643,0.8518769,1.0196133,7,0,6,1,1.0,0.8571428571428571
358,23.903172,24.477549,-0.5743762,-0.43605995,0,7,2,5,0.0,0.2857142857142857
359,25.927662,26.237041,-0.3093774,-0.29655647,2,5,0,7,0.2857142857142857,0.0
360,25.831152,25.82128,0.009873526,0.15757942,4,3,4,3,0.5714285714285714,0.5714285714285714
361,28.050777,27.203962,0.8468148,1.3106098,6,1,7,0,0.8571428571428571,1.0
362,24.426329,25.49939,-1.0730631,-1.1144352,2,5,4,3,0.2857142857142857,0.5714285714285714
363,24.396788,24.244778,0.15201132,0.15542603,4,3,7,0,0.5714285714285714,1.0
364,24.320557,24.132471,0.18808474,0.31482697,5,2,5,2,0.7142857142857143,0.7142857142857143
365,23.92735,24.011703,-0.08435685,-0.24387932,2,5,3,4,0.2857142857142857,0.42857142857142855
366,26.88239,27.357473,-0.4750805,-0.6730652,2,5,0,7,0.2857142857142857,0.0
367,23.944885,24.454176,-0.50929123,-0.4870186,1,6,0,7,0.14285714285714285,0.0
368,23.654478,24.709759,-1.0552818,-1.3944759,0,7,0,7,0.0,0.0
369,25.577312,26.240389,-0.66307586,-0.7722969,2,5,4,3,0.2857142857142857,0.5714285714285714
370,26.240627,28.594019,-2.3533912,-2.0047817,0,7,5,2,0.0,0.7142857142857143
371,24.923182,24.772253,0.15092577,0.48010254,5,2,1,6,0.7142857142857143,0.14285714285714285
372,24.222183,24.524357,-0.3021758,-0.31446457,2,5,5,2,0.2857142857142857,0.7142857142857143
373,23.631395,24.65806,-1.0266641,-1.1236153,0,7,5,2,0.0,0.7142857142857143
374,23.95885,25.170902,-1.2120489,-1.0218487,0,7,2,5,0.0,0.2857142857142857
375,23.935411,24.425858,-0.490448,-0.744915,3,4,5,2,0.42857142857142855,0.7142857142857143
376,24.641834,24.92226,-0.28042656,-0.37779617,2,5,5,2,0.2857142857142857,0.7142857142857143
377,24.663654,24.856857,-0.19320025,-0.60492325,2,5,0,7,0.2857142857142857,0.0
378,24.906477,26.153109,-1.2466333,-0.88199806,0,7,3,4,0.0,0.42857142857142855
379,24.517302,24.762848,-0.2455428,-0.108436584,2,5,1,6,0.2857142857142857,0.14285714285714285
380,24.505293,25.706347,-1.2010555,-1.2619762,0,7,0,7,0.0,0.0
381,24.309305,25.554365,-1.2450597,-1.3830166,0,7,3,4,0.0,0.42857142857142855
382,23.848028,23.868076,-0.020045962,-0.32112312,3,4,4,3,0.42857142857142855,0.5714285714285714
383,23.535177,23.706757,-0.17157827,0.19631958,4,3,5,2,0.5714285714285714,0.7142857142857143
384,24.928059,26.496565,-1.568506,-1.9149513,1,6,0,7,0.14285714285714285,0.0
385,25.13666,25.873285,-0.7366246,-0.50686836,0,7,1,6,0.0,0.14285714285714285
386,27.157633,26.554308,0.60331917,0.73446274,5,2,2,5,0.7142857142857143,0.2857142857142857
387,24.05492,24.530722,-0.47580284,-0.4323349,2,5,4,3,0.2857142857142857,0.5714285714285714
388,24.244823,23.951168,0.29365757,0.06516266,5,2,3,4,0.7142857142857143,0.42857142857142855
389,25.371357,26.355177,-0.9838186,-1.013361,0,7,5,2,0.0,0.7142857142857143
390,25.275616,25.453241,-0.17762592,0.22210121,4,3,4,3,0.5714285714285714,0.5714285714285714
391,23.96908,24.162958,-0.19387981,-0.3656311,3,4,1,6,0.42857142857142855,0.14285714285714285
392,25.5135,25.460592,0.052904673,0.21101952,5,2,2,5,0.7142857142857143,0.2857142857142857
393,25.166029,25.89265,-0.7266194,-0.8439789,1,6,4,3,0.14285714285714285,0.5714285714285714
394,24.241865,25.665585,-1.4237192,-1.4827328,0,7,0,7,0.0,0.0
395,25.41416,25.342405,0.071754456,0.24455261,5,2,0,7,0.7142857142857143,0.0
396,25.950994,26.965662,-1.0146654,-1.1768703,2,5,4,3,0.2857142857142857,0.5714285714285714
397,23.788754,24.153166,-0.36441258,-0.21825027,1,6,6,1,0.14285714285714285,0.8571428571428571
398,25.830364,26.323975,-0.4936101,-0.608963,1,6,5,2,0.14285714285714285,0.7142857142857143
399,25.963549,26.085484,-0.121935435,0.20960808,4,3,4,3,0.5714285714285714,0.5714285714285714
400,24.47196,24.677118,-0.2051566,-0.55267906,2,5,1,6,0.2857142857142857,0.14285714285714285
401,24.783457,24.83945,-0.055996213,0.4355526,4,3,7,0,0.5714285714285714,1.0
402,23.910612,25.457888,-1.5472758,-1.6376247,0,7,5,2,0.0,0.7142857142857143
403,24.544436,25.762024,-1.2175863,-1.2282085,0,7,7,0,0.0,1.0
404,24.821295,24.20903,0.61226463,0.42057228,7,0,1,6,1.0,0.14285714285714285
405,25.580996,26.448343,-0.8673453,-1.2617378,0,7,7,0,0.0,1.0
406,24.69696,24.464247,0.23271725,0.33708,6,1,6,1,0.8571428571428571,0.8571428571428571
407,25.886322,26.149853,-0.26353046,-0.5445633,2,5,0,7,0.2857142857142857,0.0
408,23.577301,24.482515,-0.9052165,-0.67246056,0,7,4,3,0.0,0.5714285714285714
409,23.018665,24.037954,-1.0192884,-0.9873581,0,7,3,4,0.0,0.42857142857142855
410,24.53519,26.154623,-1.6194303,-1.4756908,0,7,0,7,0.0,0.0
411,24.615036,24.719965,-0.10492979,0.3362999,4,3,1,6,0.5714285714285714,0.14285714285714285
412,25.1864,25.69081,-0.5044106,-0.30767822,1,6,4,3,0.14285714285714285,0.5714285714285714
413,25.184706,26.596424,-1.4117228,-1.277708,0,7,3,4,0.0,0.42857142857142855
414,27.848513,29.44887,-1.6003573,-1.8579311,0,7,3,4,0.0,0.42857142857142855
415,26.951189,28.326176,-1.3749853,-1.624794,0,7,3,4,0.0,0.42857142857142855
416,24.324987,24.233097,0.09188843,-0.3294773,3,4,4,3,0.42857142857142855,0.5714285714285714
417,24.655695,24.436934,0.21876062,0.5027561,5,2,5,2,0.7142857142857143,0.7142857142857143
418,23.856539,24.47648,-0.61993843,-0.6960392,2,5,5,2,0.2857142857142857,0.7142857142857143
419,24.048689,24.725008,-0.6763213,-0.38101768,1,6,0,7,0.14285714285714285,0.0
420,23.025488,24.053051,-1.0275625,-1.5130577,2,5,0,7,0.2857142857142857,0.0
421,25.82738,25.8988,-0.0714223,-0.011577606,3,4,0,7,0.42857142857142855,0.0
422,26.530455,25.876356,0.6540988,0.587574,7,0,0,7,1.0,0.0
423,25.549883,26.731855,-1.1819717,-1.1302776,0,7,4,3,0.0,0.5714285714285714
424,25.231012,26.06699,-0.8359786,-1.1274548,2,5,7,0,0.2857142857142857,1.0
425,24.69699,25.668121,-0.9711331,-1.2634182,1,6,6,1,0.14285714285714285,0.8571428571428571
426,23.276718,25.915789,-2.6390724,-2.9251575,0,7,0,7,0.0,0.0
427,25.916857,26.218647,-0.30178913,-0.37474632,2,5,5,2,0.2857142857142857,0.7142857142857143
428,23.955946,25.863695,-1.9077505,-2.4764576,1,6,3,4,0.14285714285714285,0.42857142857142855
429,24.680801,24.651,0.029803958,-0.11058426,3,4,3,4,0.42857142857142855,0.42857142857142855
430,25.254395,26.366533,-1.112139,-0.9715309,0,7,1,6,0.0,0.14285714285714285
431,22.828306,23.667864,-0.83955985,-1.1425533,1,6,0,7,0.14285714285714285,0.0
432,25.073225,25.352148,-0.27892467,-0.47353935,2,5,3,4,0.2857142857142857,0.42857142857142855
433,23.236134,24.243591,-1.0074575,-0.8031311,0,7,2,5,0.0,0.2857142857142857
434,24.66857,24.763575,-0.09500476,0.2173729,4,3,4,3,0.5714285714285714,0.5714285714285714
435,25.152935,26.187452,-1.0345213,-0.92780304,0,7,0,7,0.0,0.0
436,23.480923,24.05611,-0.5751893,-0.641531,2,5,0,7,0.2857142857142857,0.0
437,26.917704,26.523066,0.3946397,0.64287376,5,2,7,0,0.7142857142857143,1.0
438,24.397366,24.437723,-0.04035977,0.20068932,4,3,0,7,0.5714285714285714,0.0
439,23.810095,23.825912,-0.015817914,0.051279068,4,3,5,2,0.5714285714285714,0.7142857142857143
440,25.361446,28.78975,-3.4283035,-3.670517,0,7,3,4,0.0,0.42857142857142855
441,25.75896,26.589743,-0.8307811,-0.89683723,0,7,5,2,0.0,0.7142857142857143
442,24.383709,25.364258,-0.98054886,-0.83542824,2,5,5,2,0.2857142857142857,0.7142857142857143
443,25.242146,26.227903,-0.9857562,-1.1979218,0,7,3,4,0.0,0.42857142857142855
444,27.091824,28.64035,-1.5485295,-1.9086037,2,5,2,5,0.2857142857142857,0.2857142857142857
445,22.761488,24.117414,-1.3559244,-1.2076855,0,7,3,4,0.0,0.42857142857142855
446,25.697195,25.667486,0.029709408,0.43117142,5,2,7,0,0.7142857142857143,1.0
447,22.870466,24.732492,-1.862026,-1.980814,0,7,2,5,0.0,0.2857142857142857
448,25.610962,25.803196,-0.19223568,-0.05455017,1,6,6,1,0.14285714285714285,0.8571428571428571
449,24.610165,24.911177,-0.3010134,-0.27629662,1,6,5,2,0.14285714285714285,0.7142857142857143
450,24.800734,26.471546,-1.6708124,-1.6694412,0,7,4,3,0.0,0.5714285714285714
451,27.048946,27.76047,-0.71152276,-0.9492378,2,5,6,1,0.2857142857142857,0.8571428571428571
452,23.326433,23.385092,-0.058661323,-0.5852165,2,5,5,2,0.2857142857142857,0.7142857142857143
453,23.532228,24.73671,-1.2044775,-1.2408581,1,6,0,7,0.14285714285714285,0.0
454,25.562809,26.141432,-0.5786206,-0.79664993,1,6,4,3,0.14285714285714285,0.5714285714285714
455,23.484404,24.274843,-0.79044044,-1.0323887,2,5,1,6,0.2857142857142857,0.14285714285714285
456,26.82015,26.270632,0.5495175,1.0875645,6,1,6,1,0.8571428571428571,0.8571428571428571
457,27.361618,27.947311,-0.58569145,-0.7279339,2,5,0,7,0.2857142857142857,0.0
458,27.575823,26.754513,0.82131034,0.9972763,7,0,0,7,1.0,0.0
459,23.446997,24.712036,-1.265035,-0.8512993,0,7,2,5,0.0,0.2857142857142857
460,23.697176,25.085833,-1.388655,-1.4823399,0,7,1,6,0.0,0.14285714285714285
461,23.566742,24.022131,-0.4553885,-1.0813789,3,4,4,3,0.42857142857142855,0.5714285714285714
462,23.60828,24.111963,-0.5036836,-0.6918411,1,6,0,7,0.14285714285714285,0.0
463,23.519918,23.35657,0.1633478,-0.15369034,2,5,4,3,0.2857142857142857,0.5714285714285714
464,23.49061,24.057373,-0.56676185,-0.6489372,0,7,1,6,0.0,0.14285714285714285
465,24.173248,24.427122,-0.25387192,-0.13633347,3,4,4,3,0.42857142857142855,0.5714285714285714
466,24.039455,25.517567,-1.47811,-1.392313,0,7,4,3,0.0,0.5714285714285714
467,25.325747,25.54614,-0.22039305,-0.083553314,2,5,2,5,0.2857142857142857,0.2857142857142857
468,24.416012,25.218561,-0.80254906,-0.8190899,0,7,4,3,0.0,0.5714285714285714
469,26.135265,27.326382,-1.1911131,-1.4526062,2,5,0,7,0.2857142857142857,0.0
470,23.704866,25.26998,-1.5651112,-1.3199959,0,7,0,7,0.0,0.0
471,23.064098,24.334538,-1.2704408,-1.5000229,0,7,5,2,0.0,0.7142857142857143
472,25.161438,26.854416,-1.6929787,-1.5583363,0,7,4,3,0.0,0.5714285714285714
473,24.080156,24.057724,0.022433689,0.039892197,5,2,1,6,0.7142857142857143,0.14285714285714285
474,24.181396,24.850077,-0.66868126,-0.6908188,0,7,0,7,0.0,0.0
475,27.21895,27.503187,-0.2842361,-0.39943314,3,4,0,7,0.42857142857142855,0.0
476,23.585697,23.929323,-0.34362602,-0.16926765,0,7,0,7,0.0,0.0
477,26.571287,27.388048,-0.8167643,-1.3691521,1,6,5,2,0.14285714285714285,0.7142857142857143
478,24.667315,25.381285,-0.713968,-0.87646866,0,7,0,7,0.0,0.0
479,28.046972,26.375793,1.6711801,1.2256069,6,1,2,5,0.8571428571428571,0.2857142857142857
480,24.021656,25.065014,-1.0433562,-1.2296638,0,7,4,3,0.0,0.5714285714285714
481,23.889402,25.320166,-1.430766,-1.0998917,0,7,3,4,0.0,0.42857142857142855
482,24.470243,24.485178,-0.0149353575,-0.33758736,3,4,7,0,0.42857142857142855,1.0
483,25.295515,25.79066,-0.4951458,-0.6980953,1,6,4,3,0.14285714285714285,0.5714285714285714
484,26.83811,26.873535,-0.035422187,-0.19198608,3,4,4,3,0.42857142857142855,0.5714285714285714
485,23.650103,24.81743,-1.1673262,-0.915884,0,7,0,7,0.0,0.0
486,25.266737,26.335072,-1.0683378,-1.01968,0,7,3,4,0.0,0.42857142857142855
487,24.703032,25.23963,-0.53659683,-0.32780457,1,6,5,2,0.14285714285714285,0.7142857142857143
488,23.818949,23.534794,0.28415325,0.4080658,6,1,5,2,0.8571428571428571,0.7142857142857143
489,24.796295,27.830246,-3.0339527,-2.5807724,0,7,4,3,0.0,0.5714285714285714
490,23.793451,24.825163,-1.0317107,-1.1625023,2,5,0,7,0.2857142857142857,0.0
491,24.957523,24.97214,-0.014618738,-0.23532677,2,5,0,7,0.2857142857142857,0.0
492,23.963232,24.592802,-0.6295697,-0.6985321,1,6,6,1,0.14285714285714285,0.8571428571428571
493,24.223293,25.103853,-0.8805629,-0.2928276,2,5,5,2,0.2857142857142857,0.7142857142857143
494,23.394892,23.559309,-0.16441782,-0.19239807,3,4,6,1,0.42857142857142855,0.8571428571428571
495,24.555803,24.741022,-0.18521908,-0.11818886,3,4,5,2,0.42857142857142855,0.7142857142857143
496,24.004171,23.38974,0.6144311,0.51560783,7,0,7,0,1.0,1.0
497,23.818058,25.104795,-1.286733,-1.0501003,0,7,4,3,0.0,0.5714285714285714
498,25.707169,25.353195,0.3539742,0.43724442,5,2,3,4,0.7142857142857143,0.42857142857142855
499,27.506805,27.421646,0.08515794,0.08869171,5,2,5,2,0.7142857142857143,0.7142857142857143
500,26.738028,26.285465,0.4525656,0.69096184,5,2,5,2,0.7142857142857143,0.7142857142857143
501,25.785788,26.975885,-1.1901016,-0.98150253,0,7,0,7,0.0,0.0
502,24.216602,25.718784,-1.502182,-1.4931221,0,7,0,7,0.0,0.0
503,23.46365,23.864023,-0.40037155,-0.67798424,2,5,0,7,0.2857142857142857,0.0
504,25.989588,26.370329,-0.3807425,-0.63131714,1,6,4,3,0.14285714285714285,0.5714285714285714
505,24.324976,25.616533,-1.2915624,-1.2787762,0,7,0,7,0.0,0.0
506,23.74306,23.979399,-0.23633711,0.00856781,4,3,0,7,0.5714285714285714,0.0
507,24.05514,24.759378,-0.70424163,-1.0823002,3,4,6,1,0.42857142857142855,0.8571428571428571
508,27.127396,27.457193,-0.32979584,-0.26768112,2,5,5,2,0.2857142857142857,0.7142857142857143
509,23.56207,26.253025,-2.6909554,-2.3946,0,7,0,7,0.0,0.0
510,23.621782,23.739502,-0.11771856,-0.27920723,3,4,5,2,0.42857142857142855,0.7142857142857143
511,24.95358,24.511763,0.4418177,0.35279846,4,3,6,1,0.5714285714285714,0.8571428571428571
512,26.303646,25.931528,0.3721169,0.3236885,4,3,6,1,0.5714285714285714,0.8571428571428571
513,24.42866,24.51012,-0.08146395,-0.14512825,2,5,0,7,0.2857142857142857,0.0
514,24.227207,24.503803,-0.27659553,-0.52326584,1,6,1,6,0.14285714285714285,0.14285714285714285
515,25.932653,27.808796,-1.8761419,-1.8336964,0,7,2,5,0.0,0.2857142857142857
516,25.958862,25.781263,0.1775984,0.085510254,4,3,3,4,0.5714285714285714,0.42857142857142855
517,25.243639,26.29495,-1.0513115,-1.036066,0,7,6,1,0.0,0.8571428571428571
518,25.756367,26.620804,-0.8644382,-1.0526047,0,7,3,4,0.0,0.42857142857142855
519,23.999676,25.00659,-1.0069166,-1.8067513,3,4,5,2,0.42857142857142855,0.7142857142857143
520,25.257061,26.025331,-0.7682705,-0.8767834,0,7,2,5,0.0,0.2857142857142857
521,25.623642,26.871155,-1.2475166,-1.2967186,0,7,1,6,0.0,0.14285714285714285
522,25.630468,26.274004,-0.6435332,-0.45471,2,5,2,5,0.2857142857142857,0.2857142857142857
523,25.356241,25.332369,0.02387183,-0.43255615,3,4,7,0,0.42857142857142855,1.0
524,24.321234,24.759872,-0.4386365,-0.19200134,3,4,1,6,0.42857142857142855,0.14285714285714285
525,25.785404,26.442705,-0.6573015,-0.7931595,3,4,3,4,0.42857142857142855,0.42857142857142855
526,24.744343,25.2505,-0.5061542,-0.45393944,1,6,3,4,0.14285714285714285,0.42857142857142855
527,24.89054,26.332254,-1.4417146,-1.4653721,0,7,0,7,0.0,0.0
528,24.297474,24.25715,0.040325165,-0.27548409,2,5,2,5,0.2857142857142857,0.2857142857142857
529,27.345984,28.654406,-1.308424,-0.9638138,0,7,6,1,0.0,0.8571428571428571
530,26.747654,26.859564,-0.11190987,-0.14458656,1,6,3,4,0.14285714285714285,0.42857142857142855
531,24.384218,25.482466,-1.0982475,-1.7188358,2,5,2,5,0.2857142857142857,0.2857142857142857
532,25.957993,26.372211,-0.41421726,-0.2608738,0,7,6,1,0.0,0.8571428571428571
533,25.48702,27.436428,-1.9494067,-2.223774,2,5,3,4,0.2857142857142857,0.42857142857142855
534,23.830065,25.461096,-1.6310323,-1.575077,0,7,0,7,0.0,0.0
535,23.46353,24.299576,-0.8360473,-0.5730324,0,7,6,1,0.0,0.8571428571428571
536,24.860834,25.900885,-1.0400507,-0.9765339,0,7,1,6,0.0,0.14285714285714285
537,25.9368,25.93803,-0.00122915,0.5425205,4,3,0,7,0.5714285714285714,0.0
538,25.035524,23.906189,1.1293375,1.0365429,7,0,6,1,1.0,0.8571428571428571
539,25.776302,25.428434,0.34786743,0.34659386,5,2,1,6,0.7142857142857143,0.14285714285714285
540,24.588062,24.731157,-0.14309447,-0.100637436,3,4,5,2,0.42857142857142855,0.7142857142857143
541,25.058079,25.194653,-0.13657324,-0.4580021,2,5,6,1,0.2857142857142857,0.8571428571428571
542,24.453777,25.040812,-0.5870372,-0.76283073,1,6,6,1,0.14285714285714285,0.8571428571428571
543,26.605192,26.804785,-0.19959286,0.17954826,5,2,0,7,0.7142857142857143,0.0
544,25.157017,25.949846,-0.7928309,-0.49523926,2,5,1,6,0.2857142857142857,0.14285714285714285
545,26.060003,26.196627,-0.13662283,-0.12170601,3,4,0,7,0.42857142857142855,0.0
546,24.131924,26.70073,-2.5688093,-2.6606636,0,7,0,7,0.0,0.0
547,25.086123,26.371159,-1.2850372,-1.5331573,1,6,1,6,0.14285714285714285,0.14285714285714285
548,23.382172,24.289328,-0.9071582,-1.3982677,2,5,2,5,0.2857142857142857,0.2857142857142857
549,24.025812,24.559553,-0.5337426,-0.46017075,0,7,7,0,0.0,1.0
550,26.065475,27.267965,-1.2024918,-1.1612396,0,7,0,7,0.0,0.0
551,26.030582,25.27959,0.7509937,0.3969345,4,3,2,5,0.5714285714285714,0.2857142857142857
552,24.459867,24.812025,-0.35215813,-0.28046036,2,5,4,3,0.2857142857142857,0.5714285714285714
553,24.889896,26.866255,-1.9763576,-2.535078,0,7,3,4,0.0,0.42857142857142855
554,26.097637,26.896727,-0.79908997,-1.0658798,2,5,0,7,0.2857142857142857,0.0
555,24.081738,24.593786,-0.5120484,-0.18720055,3,4,1,6,0.42857142857142855,0.14285714285714285
556,23.753452,23.99585,-0.24239622,-0.2241745,3,4,3,4,0.42857142857142855,0.42857142857142855
557,23.729053,24.430895,-0.70184,-0.49793434,2,5,0,7,0.2857142857142857,0.0
558,26.652086,27.10744,-0.4553566,-0.35139847,2,5,5,2,0.2857142857142857,0.7142857142857143
559,24.581144,26.157604,-1.5764582,-1.7593727,0,7,0,7,0.0,0.0
560,23.451527,23.55673,-0.10520335,-0.14184761,2,5,4,3,0.2857142857142857,0.5714285714285714
561,24.439426,24.783957,-0.3445282,-0.47424698,2,5,0,7,0.2857142857142857,0.0
562,25.49916,26.1647,-0.6655385,-0.53847885,1,6,0,7,0.14285714285714285,0.0
563,24.36118,24.513851,-0.15267073,-0.38897896,2,5,3,4,0.2857142857142857,0.42857142857142855
564,25.06883,25.318577,-0.24974741,-0.31661606,3,4,3,4,0.42857142857142855,0.42857142857142855
565,24.124525,23.707285,0.41723904,0.5251808,6,1,6,1,0.8571428571428571,0.8571428571428571
