iteration,mean_dist_to_conventional,mean_dist_to_unconventional,mean_delta,median_delta,centroid_unconventional_count,centroid_conventional_count,nn_unconventional_count,nn_conventional_count,prop_centroid_unconventional,prop_nn_unconventional
566,24.880207,25.029783,-0.14957483,-0.6168175,3,4,0,7,0.42857142857142855,0.0
567,24.202425,24.520872,-0.31844494,-0.2089138,2,5,6,1,0.2857142857142857,0.8571428571428571
568,25.240267,26.587112,-1.3468454,-1.4688396,0,7,3,4,0.0,0.42857142857142855
569,26.701483,28.534687,-1.833207,-2.5922012,0,7,0,7,0.0,0.0
570,23.938435,24.160202,-0.22176579,-0.025659561,3,4,0,7,0.42857142857142855,0.0
571,25.278519,26.182127,-0.9036083,-1.0433884,0,7,2,5,0.0,0.2857142857142857
572,26.273624,26.619991,-0.34636578,-0.36271286,1,6,6,1,0.14285714285714285,0.8571428571428571
573,23.997278,23.35972,0.63755935,0.5048084,5,2,7,0,0.7142857142857143,1.0
574,23.22809,24.364695,-1.1366032,-1.1314888,0,7,0,7,0.0,0.0
575,23.600998,23.99382,-0.3928209,-0.55571175,2,5,4,3,0.2857142857142857,0.5714285714285714
576,23.909243,23.748354,0.16088812,0.72862625,5,2,2,5,0.7142857142857143,0.2857142857142857
577,25.226559,25.751085,-0.5245282,-0.46285057,1,6,7,0,0.14285714285714285,1.0
578,23.81362,25.001286,-1.1876657,-1.2143383,0,7,0,7,0.0,0.0
579,24.185558,25.110155,-0.924599,-1.1421738,0,7,5,2,0.0,0.7142857142857143
580,25.066942,26.065355,-0.99841255,-1.0237331,0,7,0,7,0.0,0.0
581,25.192535,25.309278,-0.116744176,-0.13433266,2,5,5,2,0.2857142857142857,0.7142857142857143
582,27.481604,27.540285,-0.058681488,0.00459671,4,3,7,0,0.5714285714285714,1.0
583,23.953691,24.686663,-0.73297065,-0.6642666,0,7,6,1,0.0,0.8571428571428571
584,26.985678,27.350582,-0.36490414,-1.145525,3,4,2,5,0.42857142857142855,0.2857142857142857
585,24.906246,24.869093,0.037153244,0.05702591,5,2,0,7,0.7142857142857143,0.0
586,23.672194,24.069073,-0.39687756,-0.5529518,2,5,6,1,0.2857142857142857,0.8571428571428571
587,23.700064,24.098825,-0.39876094,-0.53855324,2,5,3,4,0.2857142857142857,0.42857142857142855
588,23.826626,24.982971,-1.1563456,-1.1638432,0,7,3,4,0.0,0.42857142857142855
589,23.778164,24.504917,-0.7267546,-0.7704334,0,7,1,6,0.0,0.14285714285714285
590,24.755518,25.36918,-0.6136643,-0.38503647,0,7,3,4,0.0,0.42857142857142855
591,24.011099,25.485853,-1.4747533,-1.0942631,0,7,3,4,0.0,0.42857142857142855
592,23.507406,23.808752,-0.30134693,-0.38078308,1,6,4,3,0.14285714285714285,0.5714285714285714
593,25.075224,25.712967,-0.63774246,-0.6721134,0,7,4,3,0.0,0.5714285714285714
594,23.815872,23.804277,0.0115972245,-0.10697365,1,6,0,7,0.14285714285714285,0.0
595,24.333979,25.306196,-0.97221756,-1.1633625,2,5,0,7,0.2857142857142857,0.0
596,25.812849,27.813038,-2.0001848,-1.9612312,0,7,1,6,0.0,0.14285714285714285
597,24.841782,26.435804,-1.5940244,-1.6378727,0,7,4,3,0.0,0.5714285714285714
598,24.504923,25.431553,-0.9266303,-0.8772354,0,7,7,0,0.0,1.0
599,27.349976,28.067507,-0.71753067,-0.5672264,0,7,7,0,0.0,1.0
600,28.50376,28.378986,0.12477166,0.19785309,4,3,3,4,0.5714285714285714,0.42857142857142855
601,24.444548,23.98235,0.462198,0.45666695,7,0,7,0,1.0,1.0
602,27.293993,29.39152,-2.097523,-1.745163,0,7,0,7,0.0,0.0
603,23.575354,24.271288,-0.6959308,-0.8223438,0,7,5,2,0.0,0.7142857142857143
604,25.068842,25.899944,-0.83110154,-1.3452034,1,6,4,3,0.14285714285714285,0.5714285714285714
605,23.75946,24.971058,-1.2115983,-1.0068588,0,7,5,2,0.0,0.7142857142857143
606,26.416042,25.77736,0.6386809,0.6131668,7,0,6,1,1.0,0.8571428571428571
607,25.590672,26.437693,-0.84701973,-0.74266815,0,7,5,2,0.0,0.7142857142857143
608,26.067316,26.29337,-0.22605078,0.38643456,4,3,2,5,0.5714285714285714,0.2857142857142857
609,23.838987,27.251087,-3.4121,-3.3969135,0,7,5,2,0.0,0.7142857142857143
610,25.340631,25.56534,-0.22471046,-0.38350296,2,5,4,3,0.2857142857142857,0.5714285714285714
611,24.995312,26.199102,-1.2037917,-0.8698387,1,6,0,7,0.14285714285714285,0.0
612,24.68005,24.532835,0.14721271,0.29122734,4,3,7,0,0.5714285714285714,1.0
613,28.031546,27.503448,0.52810127,0.1189518,4,3,5,2,0.5714285714285714,0.7142857142857143
614,24.214445,25.218563,-1.0041188,-0.684597,0,7,1,6,0.0,0.14285714285714285
615,24.34444,26.054462,-1.7100236,-1.7878132,0,7,4,3,0.0,0.5714285714285714
616,24.691565,24.894794,-0.20323126,0.01687622,4,3,4,3,0.5714285714285714,0.5714285714285714
617,27.575487,26.544027,1.0314571,1.31674,6,1,6,1,0.8571428571428571,0.8571428571428571
618,23.758091,24.017849,-0.25975746,-0.33924103,2,5,3,4,0.2857142857142857,0.42857142857142855
619,23.954939,26.931408,-2.9764678,-2.9386482,0,7,2,5,0.0,0.2857142857142857
620,24.561855,25.452923,-0.89106804,-1.1478214,0,7,0,7,0.0,0.0
621,25.644283,26.277208,-0.63292366,-0.49708557,0,7,4,3,0.0,0.5714285714285714
622,24.116573,25.127995,-1.0114223,-0.5880985,1,6,3,4,0.14285714285714285,0.42857142857142855
623,25.258928,25.543118,-0.28419113,-0.50979614,3,4,5,2,0.42857142857142855,0.7142857142857143
624,25.652252,26.461796,-0.8095401,-0.610178,1,6,6,1,0.14285714285714285,0.8571428571428571
625,24.628757,24.772146,-0.14338902,-0.4033413,3,4,5,2,0.42857142857142855,0.7142857142857143
626,23.517061,24.35674,-0.8396808,-0.402462,0,7,5,2,0.0,0.7142857142857143
627,25.598364,26.392294,-0.7939295,-0.7448921,1,6,5,2,0.14285714285714285,0.7142857142857143
628,27.865717,29.14749,-1.2817718,-1.1941986,0,7,3,4,0.0,0.42857142857142855
629,23.35991,23.955286,-0.59537643,-0.44374847,0,7,2,5,0.0,0.2857142857142857
630,24.268972,25.19363,-0.9246554,-0.9619236,0,7,7,0,0.0,1.0
631,25.372553,26.212336,-0.8397841,-1.005188,1,6,6,1,0.14285714285714285,0.8571428571428571
632,23.983744,25.385654,-1.4019121,-1.6215286,0,7,3,4,0.0,0.42857142857142855
633,26.725912,27.17018,-0.444264,-0.42617035,0,7,0,7,0.0,0.0
634,24.45253,24.86735,-0.4148189,-0.5634308,2,5,0,7,0.2857142857142857,0.0
635,23.335056,25.108624,-1.7735661,-2.2231865,0,7,3,4,0.0,0.42857142857142855
636,23.571127,23.71606,-0.14493261,0.02903366,4,3,0,7,0.5714285714285714,0.0
637,23.579557,24.39182,-0.81226677,-0.58771706,1,6,6,1,0.14285714285714285,0.8571428571428571
638,27.085236,25.145967,1.939269,2.0358067,7,0,7,0,1.0,1.0
639,23.041765,24.550472,-1.5087035,-1.299303,0,7,7,0,0.0,1.0
640,22.736235,24.543243,-1.8070079,-1.8630905,0,7,0,7,0.0,0.0
641,24.570322,24.601252,-0.030930111,0.4458065,4,3,5,2,0.5714285714285714,0.7142857142857143
642,24.373901,24.350119,0.023783002,-0.080286026,2,5,3,4,0.2857142857142857,0.42857142857142855
643,23.836462,23.931067,-0.09460422,-0.077674866,1,6,7,0,0.14285714285714285,1.0
644,24.469954,24.791065,-0.32111168,-0.646471,3,4,0,7,0.42857142857142855,0.0
645,25.07114,26.28377,-1.2126304,-1.5255775,0,7,7,0,0.0,1.0
646,23.954748,24.001417,-0.046667643,0.48213577,4,3,0,7,0.5714285714285714,0.0
647,25.154984,25.697012,-0.5420295,-0.5075588,3,4,4,3,0.42857142857142855,0.5714285714285714
648,26.119589,26.845922,-0.7263336,-0.84194374,0,7,6,1,0.0,0.8571428571428571
649,28.347692,28.026432,0.32125828,0.6369934,5,2,6,1,0.7142857142857143,0.8571428571428571
650,24.63422,25.477526,-0.84330475,-1.3166504,2,5,2,5,0.2857142857142857,0.2857142857142857
651,24.984034,24.255222,0.7288102,0.5288296,6,1,4,3,0.8571428571428571,0.5714285714285714
652,23.835073,25.205492,-1.3704156,-1.5705185,0,7,5,2,0.0,0.7142857142857143
653,25.29817,25.312464,-0.01429476,-0.23237038,2,5,5,2,0.2857142857142857,0.7142857142857143
654,24.209421,25.459002,-1.2495793,-1.5118885,0,7,0,7,0.0,0.0
655,23.579025,25.243471,-1.6644489,-2.1110477,0,7,4,3,0.0,0.5714285714285714
656,24.001928,24.412008,-0.4100824,-0.293684,0,7,5,2,0.0,0.7142857142857143
657,25.12915,26.236944,-1.1077957,-1.322916,0,7,0,7,0.0,0.0
658,24.718138,25.203856,-0.4857164,-0.39941025,1,6,6,1,0.14285714285714285,0.8571428571428571
659,23.61545,23.680994,-0.065542765,-0.43954277,2,5,2,5,0.2857142857142857,0.2857142857142857
660,25.382462,24.898542,0.48391888,0.31774902,6,1,6,1,0.8571428571428571,0.8571428571428571
661,25.747461,26.95979,-1.2123271,-1.0751915,0,7,1,6,0.0,0.14285714285714285
662,23.98963,24.414736,-0.42510742,-1.0048008,3,4,5,2,0.42857142857142855,0.7142857142857143
663,23.95436,25.191284,-1.236926,-1.2908096,0,7,0,7,0.0,0.0
664,25.614096,26.042057,-0.42796245,-0.654644,1,6,0,7,0.14285714285714285,0.0
665,25.759155,27.058666,-1.2995088,-1.3273811,0,7,0,7,0.0,0.0
666,26.275717,27.049196,-0.7734784,-0.6609402,0,7,3,4,0.0,0.42857142857142855
667,25.865667,26.44908,-0.5834122,-0.38722038,1,6,6,1,0.14285714285714285,0.8571428571428571
668,24.211048,24.96942,-0.75836784,-1.0948544,2,5,0,7,0.2857142857142857,0.0
669,23.841644,25.80305,-1.9614035,-1.9513512,0,7,7,0,0.0,1.0
670,23.347486,23.511501,-0.16401699,-0.10744667,1,6,2,5,0.14285714285714285,0.2857142857142857
671,26.310337,26.337217,-0.026881626,0.16977882,4,3,4,3,0.5714285714285714,0.5714285714285714
672,24.207144,24.89545,-0.6883084,-0.71727943,0,7,0,7,0.0,0.0
673,24.80795,25.24435,-0.4364011,-0.8198986,2,5,7,0,0.2857142857142857,1.0
674,27.348856,28.982393,-1.633539,-1.2166557,0,7,0,7,0.0,0.0
675,23.629465,24.19765,-0.56818664,-0.55511284,0,7,4,3,0.0,0.5714285714285714
676,23.438303,24.046566,-0.6082633,-0.7142067,1,6,1,6,0.14285714285714285,0.14285714285714285
677,24.935162,25.428942,-0.49378395,0.01669693,4,3,6,1,0.5714285714285714,0.8571428571428571
678,25.942488,26.737286,-0.7948009,-0.8685646,0,7,5,2,0.0,0.7142857142857143
679,24.815042,25.93054,-1.1154968,-0.9141197,1,6,1,6,0.14285714285714285,0.14285714285714285
680,24.373154,24.794989,-0.42183414,-0.2867298,1,6,3,4,0.14285714285714285,0.42857142857142855
681,23.674047,24.16766,-0.49361202,-0.3848877,1,6,6,1,0.14285714285714285,0.8571428571428571
682,25.804327,27.324522,-1.5201958,-1.6031857,0,7,2,5,0.0,0.2857142857142857
683,25.340643,25.501238,-0.16059276,-0.050619125,2,5,6,1,0.2857142857142857,0.8571428571428571
684,24.268457,25.467281,-1.1988242,-1.0711117,0,7,4,3,0.0,0.5714285714285714
685,23.634556,24.244532,-0.60997146,-0.718256,1,6,4,3,0.14285714285714285,0.5714285714285714
686,27.52834,28.041416,-0.51307786,-0.7203865,2,5,7,0,0.2857142857142857,1.0
687,25.710192,25.778807,-0.06861387,0.12908745,4,3,5,2,0.5714285714285714,0.7142857142857143
688,25.068617,25.230108,-0.16149195,-0.3041973,1,6,4,3,0.14285714285714285,0.5714285714285714
689,25.614397,27.003754,-1.3893555,-0.8481655,2,5,4,3,0.2857142857142857,0.5714285714285714
690,25.216953,25.888554,-0.67160034,-0.6512089,1,6,4,3,0.14285714285714285,0.5714285714285714
691,26.70389,26.743628,-0.03973988,0.04244423,5,2,2,5,0.7142857142857143,0.2857142857142857
692,23.995459,25.230967,-1.2355047,-1.6425991,0,7,2,5,0.0,0.2857142857142857
693,24.66177,25.068935,-0.40716606,-0.5760174,3,4,3,4,0.42857142857142855,0.42857142857142855
694,24.194149,26.00484,-1.8106912,-2.2395954,0,7,3,4,0.0,0.42857142857142855
695,24.055847,23.914255,0.14159012,0.6129856,5,2,5,2,0.7142857142857143,0.7142857142857143
696,24.162752,23.978895,0.18385696,0.13798141,5,2,3,4,0.7142857142857143,0.42857142857142855
697,25.143814,24.754686,0.3891253,0.44080544,6,1,4,3,0.8571428571428571,0.5714285714285714
698,24.793491,25.757143,-0.9636544,-1.0412731,0,7,4,3,0.0,0.5714285714285714
699,25.0206,25.83277,-0.812173,-1.0098839,0,7,3,4,0.0,0.42857142857142855
700,26.33134,26.25272,0.07862119,-0.046913147,2,5,0,7,0.2857142857142857,0.0
701,24.691494,25.031958,-0.34046665,-0.52043724,3,4,2,5,0.42857142857142855,0.2857142857142857
702,25.666447,25.409359,0.25708988,0.23842049,4,3,6,1,0.5714285714285714,0.8571428571428571
703,26.282581,26.547424,-0.26484188,-0.41176796,2,5,5,2,0.2857142857142857,0.7142857142857143
704,25.62181,25.78832,-0.16650854,-0.08605766,2,5,3,4,0.2857142857142857,0.42857142857142855
705,24.058704,24.695162,-0.63645524,-0.5555649,1,6,3,4,0.14285714285714285,0.42857142857142855
706,25.808651,26.75311,-0.9444596,-1.1193924,0,7,3,4,0.0,0.42857142857142855
707,23.978825,23.845087,0.13373592,0.040065765,4,3,7,0,0.5714285714285714,1.0
708,23.27797,23.639395,-0.3614246,-0.26616287,1,6,0,7,0.14285714285714285,0.0
709,24.175726,25.025541,-0.84981453,-0.33250046,0,7,0,7,0.0,0.0
710,25.338442,25.436646,-0.09820284,0.28001022,4,3,5,2,0.5714285714285714,0.7142857142857143
711,24.303541,24.791702,-0.48816082,-0.5154972,0,7,0,7,0.0,0.0
712,25.891459,26.052113,-0.16065598,-0.2651615,2,5,1,6,0.2857142857142857,0.14285714285714285
713,24.734024,26.95564,-2.221618,-2.6719093,1,6,3,4,0.14285714285714285,0.42857142857142855
714,24.741407,25.455591,-0.714183,-0.7688618,0,7,7,0,0.0,1.0
715,25.236837,25.466503,-0.22966766,0.5106697,4,3,0,7,0.5714285714285714,0.0
716,25.543976,27.027035,-1.4830579,-1.8686562,2,5,2,5,0.2857142857142857,0.2857142857142857
717,26.3523,27.067404,-0.71510285,-0.8272934,2,5,6,1,0.2857142857142857,0.8571428571428571
718,23.89325,23.86402,0.029229028,0.11378479,4,3,0,7,0.5714285714285714,0.0
719,23.465725,25.19996,-1.7342352,-2.0247383,0,7,3,4,0.0,0.42857142857142855
720,25.181122,25.852032,-0.6709083,-0.5904827,1,6,6,1,0.14285714285714285,0.8571428571428571
721,24.930786,24.87176,0.059029717,0.071079254,5,2,4,3,0.7142857142857143,0.5714285714285714
722,24.104862,23.930304,0.17455837,-0.06570625,3,4,7,0,0.42857142857142855,1.0
723,24.29269,24.601156,-0.30846813,-0.3950901,2,5,4,3,0.2857142857142857,0.5714285714285714
724,24.181591,25.06538,-0.88378716,-0.934782,0,7,0,7,0.0,0.0
725,24.470617,25.070248,-0.59963226,-0.7076683,3,4,6,1,0.42857142857142855,0.8571428571428571
726,23.685648,24.603071,-0.9174265,-0.78035355,0,7,3,4,0.0,0.42857142857142855
727,26.529713,28.171953,-1.6422411,-1.732008,0,7,4,3,0.0,0.5714285714285714
728,23.984495,24.471659,-0.48716217,-0.51355934,2,5,0,7,0.2857142857142857,0.0
729,24.662676,25.811218,-1.1485443,-1.375288,0,7,7,0,0.0,1.0
730,24.404215,24.758575,-0.35435978,-0.30923462,2,5,1,6,0.2857142857142857,0.14285714285714285
731,24.44801,24.281384,0.16662653,0.431427,5,2,6,1,0.7142857142857143,0.8571428571428571
732,24.677721,23.89781,0.7799097,0.21777344,4,3,4,3,0.5714285714285714,0.5714285714285714
733,24.896439,25.531523,-0.63508576,-0.47003746,0,7,5,2,0.0,0.7142857142857143
734,24.151045,25.202763,-1.051718,-1.1991863,2,5,0,7,0.2857142857142857,0.0
735,25.529118,26.019894,-0.49078068,-0.6222801,1,6,5,2,0.14285714285714285,0.7142857142857143
736,25.48715,25.960508,-0.4733579,-0.5176544,1,6,3,4,0.14285714285714285,0.42857142857142855
737,23.275936,25.105259,-1.8293241,-1.9673252,0,7,4,3,0.0,0.5714285714285714
738,26.394314,26.88074,-0.4864265,-0.13954544,2,5,5,2,0.2857142857142857,0.7142857142857143
739,25.961445,27.230913,-1.2694694,-1.4967709,0,7,4,3,0.0,0.5714285714285714
740,26.644642,27.966177,-1.321537,-1.0738449,0,7,2,5,0.0,0.2857142857142857
741,24.685617,24.896511,-0.21089636,-0.38102722,2,5,7,0,0.2857142857142857,1.0
742,25.415743,26.949224,-1.5334841,-1.5082264,0,7,3,4,0.0,0.42857142857142855
743,26.62932,26.959646,-0.33032554,-0.10461998,2,5,0,7,0.2857142857142857,0.0
744,23.251247,24.626528,-1.3752791,-1.380928,0,7,0,7,0.0,0.0
745,24.608828,24.634264,-0.025438037,0.084272385,4,3,1,6,0.5714285714285714,0.14285714285714285
746,25.090288,25.459234,-0.3689458,-0.43799782,3,4,5,2,0.42857142857142855,0.7142857142857143
747,23.234941,24.187305,-0.9523629,-1.0308285,0,7,4,3,0.0,0.5714285714285714
748,24.527178,24.829576,-0.30240303,-0.3489952,3,4,1,6,0.42857142857142855,0.14285714285714285
749,23.93786,24.20634,-0.2684814,-0.14724922,1,6,0,7,0.14285714285714285,0.0
750,23.924335,25.2898,-1.3654649,-1.3467999,0,7,0,7,0.0,0.0
751,23.815111,24.516525,-0.7014125,-0.6052532,1,6,0,7,0.14285714285714285,0.0
752,26.199463,26.34091,-0.1414438,0.068151474,4,3,0,7,0.5714285714285714,0.0
753,24.919193,24.76801,0.15118408,0.33267784,5,2,2,5,0.7142857142857143,0.2857142857142857
754,25.50864,25.734745,-0.22610582,-0.27383423,2,5,1,6,0.2857142857142857,0.14285714285714285
755,27.237484,28.149868,-0.91238564,-1.4039402,3,4,4,3,0.42857142857142855,0.5714285714285714
756,24.660553,25.056156,-0.39560318,-0.5155792,3,4,4,3,0.42857142857142855,0.5714285714285714
757,23.590693,24.766438,-1.1757439,-1.1955662,0,7,0,7,0.0,0.0
758,26.859823,27.512785,-0.65296394,-0.96848106,2,5,0,7,0.2857142857142857,0.0
759,24.646368,24.671906,-0.025537219,-0.15042686,3,4,7,0,0.42857142857142855,1.0
760,26.32643,27.137909,-0.8114763,-0.84078026,0,7,4,3,0.0,0.5714285714285714
761,25.201004,24.208431,0.99257416,0.9031677,7,0,0,7,1.0,0.0
762,24.414652,27.070898,-2.6562488,-1.8853664,0,7,0,7,0.0,0.0
763,26.327988,27.038614,-0.7106263,-0.4422741,0,7,7,0,0.0,1.0
764,24.19248,24.335196,-0.14271572,-0.14749527,2,5,6,1,0.2857142857142857,0.8571428571428571
765,24.290064,24.978773,-0.68870956,-0.62550163,0,7,3,4,0.0,0.42857142857142855
766,23.853586,25.180231,-1.3266468,-1.59445,0,7,3,4,0.0,0.42857142857142855
767,23.70308,24.996904,-1.293826,-1.0616798,0,7,0,7,0.0,0.0
768,26.78074,27.117981,-0.33724076,-0.1876831,2,5,2,5,0.2857142857142857,0.2857142857142857
769,27.907177,27.544062,0.3631142,-0.07025719,3,4,5,2,0.42857142857142855,0.7142857142857143
770,25.027208,25.73691,-0.7097026,-0.51992416,1,6,5,2,0.14285714285714285,0.7142857142857143
771,26.091318,26.545885,-0.45457187,-0.86889267,1,6,1,6,0.14285714285714285,0.14285714285714285
772,24.638882,25.9117,-1.2728165,-0.87698746,0,7,6,1,0.0,0.8571428571428571
773,25.747639,26.503052,-0.75541115,-1.2020702,1,6,2,5,0.14285714285714285,0.2857142857142857
774,23.480719,24.52924,-1.0485197,-0.855299,0,7,3,4,0.0,0.42857142857142855
775,23.023315,25.431135,-2.40782,-2.4221783,0,7,0,7,0.0,0.0
776,25.280102,25.161682,0.1184191,-0.14949417,3,4,6,1,0.42857142857142855,0.8571428571428571
777,24.52974,24.919733,-0.3899915,-0.4486084,3,4,5,2,0.42857142857142855,0.7142857142857143
778,24.256634,24.214136,0.042496543,0.1806736,5,2,6,1,0.7142857142857143,0.8571428571428571
779,24.368656,24.504122,-0.1354648,-0.19963264,3,4,4,3,0.42857142857142855,0.5714285714285714
780,25.446896,25.653967,-0.20707485,-0.099226,2,5,3,4,0.2857142857142857,0.42857142857142855
781,24.165129,24.730434,-0.5653076,-0.6685715,0,7,2,5,0.0,0.2857142857142857
782,23.776289,25.252752,-1.4764652,-1.5186996,0,7,7,0,0.0,1.0
783,25.467707,26.976002,-1.5082957,-2.2434368,1,6,5,2,0.14285714285714285,0.7142857142857143
784,24.28108,25.452251,-1.1711714,-0.9738159,1,6,4,3,0.14285714285714285,0.5714285714285714
785,29.31735,29.63463,-0.3172787,-0.088329315,1,6,5,2,0.14285714285714285,0.7142857142857143
786,25.1488,25.809418,-0.6606189,-0.5674019,0,7,0,7,0.0,0.0
787,25.188921,26.269808,-1.0808874,-1.0079365,1,6,1,6,0.14285714285714285,0.14285714285714285
788,25.386578,25.230116,0.15646008,0.38459206,5,2,0,7,0.7142857142857143,0.0
789,23.950836,24.582687,-0.63185173,-0.8264351,1,6,2,5,0.14285714285714285,0.2857142857142857
790,26.191023,28.101477,-1.9104536,-1.609726,0,7,3,4,0.0,0.42857142857142855
791,24.522894,23.912252,0.61063904,0.6110058,6,1,6,1,0.8571428571428571,0.8571428571428571
792,27.667826,27.659006,0.008821487,-0.18338776,3,4,5,2,0.42857142857142855,0.7142857142857143
793,24.417479,24.989046,-0.57156724,-0.3026905,0,7,5,2,0.0,0.7142857142857143
794,23.509369,23.68169,-0.17232023,-0.088069916,3,4,5,2,0.42857142857142855,0.7142857142857143
795,24.72879,25.198063,-0.4692715,-0.7615814,1,6,0,7,0.14285714285714285,0.0
796,25.66043,27.266237,-1.6058047,-1.3827724,0,7,0,7,0.0,0.0
797,25.487732,25.92133,-0.43359756,-0.3393917,1,6,2,5,0.14285714285714285,0.2857142857142857
798,25.513037,24.500288,1.0127523,1.2736816,7,0,0,7,1.0,0.0
799,27.381044,28.263386,-0.88233894,-0.6204395,0,7,6,1,0.0,0.8571428571428571
800,24.73902,25.114904,-0.37588447,-0.21201134,0,7,5,2,0.0,0.7142857142857143
801,23.775274,24.16102,-0.38574547,-0.1953125,2,5,0,7,0.2857142857142857,0.0
802,23.628736,24.672525,-1.0437902,-1.2482853,0,7,2,5,0.0,0.2857142857142857
803,26.881077,27.58995,-0.7088751,-0.7590885,1,6,0,7,0.14285714285714285,0.0
804,24.3879,24.25262,0.13527815,0.121126175,4,3,4,3,0.5714285714285714,0.5714285714285714
805,24.183645,24.527056,-0.34340996,-0.5845909,2,5,6,1,0.2857142857142857,0.8571428571428571
806,23.539717,24.184324,-0.6446089,-1.1047668,1,6,6,1,0.14285714285714285,0.8571428571428571
807,24.979448,25.188234,-0.20878519,-0.22877693,2,5,0,7,0.2857142857142857,0.0
808,25.160276,25.905142,-0.7448668,-0.46925926,1,6,4,3,0.14285714285714285,0.5714285714285714
809,23.81363,25.42278,-1.6091524,-1.512106,0,7,6,1,0.0,0.8571428571428571
810,24.361334,25.605562,-1.2442267,-1.1308022,0,7,5,2,0.0,0.7142857142857143
811,25.388348,26.271498,-0.88315254,-0.96725845,0,7,1,6,0.0,0.14285714285714285
812,25.851072,25.780691,0.07037871,-0.11739159,2,5,6,1,0.2857142857142857,0.8571428571428571
813,24.972494,26.107574,-1.1350776,-1.1485977,0,7,4,3,0.0,0.5714285714285714
814,23.936167,24.032396,-0.09623037,-0.05055809,3,4,6,1,0.42857142857142855,0.8571428571428571
815,25.327267,25.228165,0.09909848,-0.24078178,3,4,4,3,0.42857142857142855,0.5714285714285714
816,24.331406,25.02421,-0.6928057,-0.6992531,2,5,3,4,0.2857142857142857,0.42857142857142855
817,24.451128,24.006319,0.44480595,0.85835457,4,3,5,2,0.5714285714285714,0.7142857142857143
818,23.85908,24.313875,-0.45479664,-0.32539177,1,6,0,7,0.14285714285714285,0.0
819,24.136555,24.828556,-0.69200164,-0.51917076,0,7,1,6,0.0,0.14285714285714285
820,25.19985,26.246592,-1.0467402,-1.115694,0,7,5,2,0.0,0.7142857142857143
821,23.78357,24.991716,-1.2081473,-1.453352,0,7,0,7,0.0,0.0
822,24.095171,24.241716,-0.14654759,0.15076447,4,3,7,0,0.5714285714285714,1.0
823,25.228735,25.873045,-0.6443081,-0.49281693,0,7,5,2,0.0,0.7142857142857143
824,26.193502,26.446674,-0.2531733,-0.33631134,2,5,7,0,0.2857142857142857,1.0
825,25.377909,26.31543,-0.937521,-1.0652409,1,6,4,3,0.14285714285714285,0.5714285714285714
826,23.150455,24.52089,-1.3704319,-0.9602032,1,6,0,7,0.14285714285714285,0.0
827,26.246408,27.718946,-1.4725372,-1.4361668,0,7,0,7,0.0,0.0
828,23.9594,23.720968,0.23843084,0.6709099,5,2,4,3,0.7142857142857143,0.5714285714285714
829,24.317327,24.491121,-0.17378943,-0.4996853,2,5,0,7,0.2857142857142857,0.0
830,24.820248,25.886978,-1.0667294,-1.0747452,0,7,4,3,0.0,0.5714285714285714
831,24.87798,26.919085,-2.041103,-2.1740475,0,7,3,4,0.0,0.42857142857142855
832,24.825468,25.956709,-1.1312383,-1.4663754,0,7,0,7,0.0,0.0
833,24.31815,25.224813,-0.90666634,-0.98254967,0,7,0,7,0.0,0.0
834,25.64908,25.463177,0.18590382,0.22414017,7,0,5,2,1.0,0.7142857142857143
835,24.749975,25.324633,-0.57465744,-0.5527706,1,6,4,3,0.14285714285714285,0.5714285714285714
836,26.8133,27.330837,-0.5175381,-0.3325119,2,5,2,5,0.2857142857142857,0.2857142857142857
837,26.4516,27.302187,-0.8505865,-0.62997055,0,7,2,5,0.0,0.2857142857142857
838,24.98703,26.465326,-1.4782965,-1.6513844,1,6,2,5,0.14285714285714285,0.2857142857142857
839,25.56407,26.166475,-0.602405,-0.90714455,2,5,4,3,0.2857142857142857,0.5714285714285714
840,22.957443,23.961258,-1.0038145,-0.52264214,0,7,2,5,0.0,0.2857142857142857
841,25.259138,26.23418,-0.97504455,-0.7988434,0,7,2,5,0.0,0.2857142857142857
842,23.943806,24.807463,-0.86365616,-0.31863022,0,7,0,7,0.0,0.0
843,25.0507,25.449041,-0.39834213,-0.3316841,2,5,0,7,0.2857142857142857,0.0
844,23.274536,23.842192,-0.56765527,-0.4858532,0,7,6,1,0.0,0.8571428571428571
845,25.54514,25.546488,-0.0013441358,0.109111786,4,3,2,5,0.5714285714285714,0.2857142857142857
846,24.441,25.589064,-1.1480645,-1.1590538,2,5,3,4,0.2857142857142857,0.42857142857142855
847,24.732489,25.618742,-0.88625365,-0.7612972,0,7,0,7,0.0,0.0
848,27.836445,27.48132,0.3551287,0.3803501,6,1,7,0,0.8571428571428571,1.0
849,24.501606,24.816397,-0.31478935,-0.14470673,3,4,7,0,0.42857142857142855,1.0
850,24.327475,26.49584,-2.1683667,-2.0531235,0,7,0,7,0.0,0.0
851,25.483839,25.561834,-0.077996664,-0.11917114,3,4,5,2,0.42857142857142855,0.7142857142857143
852,25.096289,25.849722,-0.75343674,-1.039835,2,5,1,6,0.2857142857142857,0.14285714285714285
853,24.377188,23.877995,0.49918965,0.509964,7,0,6,1,1.0,0.8571428571428571
854,25.33881,25.995647,-0.6568369,-0.57022285,0,7,0,7,0.0,0.0
855,23.983805,24.923084,-0.9392831,-0.96725464,1,6,6,1,0.14285714285714285,0.8571428571428571
