failed_path,dist_to_conventional_centroid,dist_to_unconventional_centroid,delta_conv_minus_unconv,centroid_closer_to,nearest_group,iteration
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.531944,22.495417,0.036527634,human_unconventional,human_unconventional,79
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.24166,23.721254,-0.47959518,human_conventional,human_conventional,79
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.58518,23.272863,-0.6876831,human_conventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.296598,25.613228,-0.3166294,human_conventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,23.365515,22.948442,0.4170723,human_unconventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.261608,26.308504,-1.046896,human_conventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.699814,23.865974,-0.16616058,human_conventional,human_conventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.69986,24.54354,0.15632057,human_unconventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,31.737976,32.426174,-0.6881981,human_conventional,human_unconventional,80
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.139717,26.336092,-1.1963749,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.184162,23.283024,-1.0988617,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,23.705563,24.919239,-1.2136765,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,23.705563,24.919239,-1.2136765,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.597311,24.588406,-1.9910946,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.146872,24.148703,-2.001831,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.139717,26.336092,-1.1963749,human_conventional,human_conventional,81
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.567003,25.388376,0.17862701,human_unconventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.398169,22.956268,-0.55809975,human_conventional,human_conventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.912333,23.758562,-0.84622955,human_conventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.310123,24.300919,0.0092048645,human_unconventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.912333,23.758562,-0.84622955,human_conventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.567003,25.388376,0.17862701,human_unconventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.877342,31.983679,0.8936634,human_unconventional,human_unconventional,82
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.454222,24.590237,-1.1360149,human_conventional,human_unconventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.242409,25.550083,-1.3076744,human_conventional,human_conventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,23.894053,24.326376,-0.43232346,human_conventional,human_unconventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.629278,27.123152,-1.4938736,human_conventional,human_conventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.495564,26.166746,-1.6711826,human_conventional,human_conventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.629278,27.123152,-1.4938736,human_conventional,human_conventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.495564,26.166746,-1.6711826,human_conventional,human_conventional,83
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.059397,23.854042,-0.7946453,human_conventional,human_conventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.777655,23.175694,-0.39803886,human_conventional,human_conventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.656767,24.843557,-0.18679047,human_conventional,human_unconventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.656767,24.843557,-0.18679047,human_conventional,human_unconventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.777655,23.175694,-0.39803886,human_conventional,human_conventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.128735,24.049623,-0.9208889,human_conventional,human_conventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.136555,25.556664,-0.4201088,human_conventional,human_conventional,84
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.500393,26.746769,-1.246376,human_conventional,human_conventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.553246,23.50984,-0.95659447,human_conventional,human_unconventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.757328,24.150698,-2.3933697,human_conventional,human_unconventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.259924,25.14558,-0.88565636,human_conventional,human_unconventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.500393,26.746769,-1.246376,human_conventional,human_conventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,25.242302,24.922924,0.3193779,human_unconventional,human_unconventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.757328,24.150698,-2.3933697,human_conventional,human_unconventional,85
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.837164,24.145168,-1.3080044,human_conventional,human_unconventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.613298,26.186882,-1.5735836,human_conventional,human_conventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.014576,32.50791,-0.49333572,human_conventional,human_unconventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.613298,26.186882,-1.5735836,human_conventional,human_conventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.893532,23.400537,-1.5070057,human_conventional,human_unconventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.264212,26.189842,-0.92563057,human_conventional,human_unconventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.102882,24.527708,-0.42482567,human_conventional,human_unconventional,86
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.941525,26.709063,-0.7675381,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.941525,26.709063,-0.7675381,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,25.184332,24.93952,0.24481201,human_unconventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.052494,25.483452,-0.4309578,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.707706,25.701403,-0.9936962,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.052494,25.483452,-0.4309578,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.052494,25.483452,-0.4309578,human_conventional,human_conventional,87
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.676281,24.66633,-1.9900494,human_conventional,human_conventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.065798,27.642397,-1.5765991,human_conventional,human_conventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.405996,27.222034,-2.8160381,human_conventional,human_unconventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.201536,27.01154,-1.8100033,human_conventional,human_conventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.166168,25.90958,-1.743412,human_conventional,human_conventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.429234,25.63021,-2.2009773,human_conventional,human_unconventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.706621,26.46202,-1.7553997,human_conventional,human_unconventional,88
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.494791,22.660982,-0.1661911,human_conventional,human_conventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.49469,25.495455,-1.0007648,human_conventional,human_conventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,21.59131,23.086819,-1.4955082,human_conventional,human_conventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.419159,23.164343,0.25481606,human_unconventional,human_unconventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.607904,24.840315,-0.23241043,human_conventional,human_unconventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.607904,24.840315,-0.23241043,human_conventional,human_unconventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.736805,24.59905,0.13775444,human_unconventional,human_unconventional,89
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.51681,23.764008,-1.2471981,human_conventional,human_conventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.59238,23.988424,0.6039562,human_unconventional,human_unconventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.37619,24.070505,-0.69431496,human_conventional,human_conventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.51681,23.764008,-1.2471981,human_conventional,human_conventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.59238,23.988424,0.6039562,human_unconventional,human_unconventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.382946,25.877428,-1.494482,human_conventional,human_unconventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.51681,23.764008,-1.2471981,human_conventional,human_conventional,90
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.170288,24.221785,-2.0514965,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.625301,26.194185,-0.5688839,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.917137,27.35007,-2.4329338,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.12256,25.306067,-1.183506,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.707514,25.423437,-2.7159233,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.625301,26.194185,-0.5688839,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.989868,23.585472,-1.595604,human_conventional,human_conventional,91
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.157728,23.698597,-0.54086876,human_conventional,human_conventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.551054,22.71773,-0.16667557,human_conventional,human_conventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.638002,22.04567,0.59233284,human_unconventional,human_unconventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,33.322758,32.58139,0.74136734,human_unconventional,human_unconventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.126175,24.729063,-0.6028881,human_conventional,human_unconventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.551054,22.71773,-0.16667557,human_conventional,human_conventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.157728,23.698597,-0.54086876,human_conventional,human_conventional,92
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,24.085175,23.797026,0.28814888,human_unconventional,human_conventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,24.085175,23.797026,0.28814888,human_unconventional,human_conventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.524902,32.695015,-0.17011261,human_conventional,human_unconventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.327574,23.944824,-1.6172504,human_conventional,human_conventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.524902,32.695015,-0.17011261,human_conventional,human_unconventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,25.026756,24.723772,0.30298424,human_unconventional,human_unconventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.723183,22.633041,-0.9098587,human_conventional,human_conventional,93
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.868261,22.860073,0.008188248,human_unconventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,33.021053,33.016525,0.0045280457,human_unconventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.371317,24.26855,1.102766,human_unconventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.371317,24.26855,1.102766,human_unconventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.175207,24.911114,-0.7359066,human_conventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.573954,23.725185,-0.15123177,human_conventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.924387,25.79761,0.12677765,human_unconventional,human_conventional,94
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.368736,23.032705,-0.66396904,human_conventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,24.227495,23.52527,0.70222473,human_unconventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.502459,25.533329,-0.030870438,human_conventional,human_conventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.368736,23.032705,-0.66396904,human_conventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.842566,23.051748,-0.20918274,human_conventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,33.905857,31.399923,2.5059338,human_unconventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.842566,23.051748,-0.20918274,human_conventional,human_unconventional,95
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.910395,25.723753,0.1866417,human_unconventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.790712,22.624525,-0.8338127,human_conventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.82296,22.786938,1.0360222,human_unconventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.910395,25.723753,0.1866417,human_unconventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.790712,22.624525,-0.8338127,human_conventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.833746,23.294302,-0.46055603,human_conventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.790712,22.624525,-0.8338127,human_conventional,human_unconventional,96
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,23.106844,23.57778,-0.47093582,human_conventional,human_unconventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,26.433893,26.400242,0.033651352,human_unconventional,human_unconventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,33.437885,32.57319,0.8646965,human_unconventional,human_unconventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.5914,27.2323,-0.64089966,human_conventional,human_conventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,26.433893,26.400242,0.033651352,human_unconventional,human_unconventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,26.433893,26.400242,0.033651352,human_unconventional,human_unconventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.5914,27.2323,-0.64089966,human_conventional,human_conventional,97
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.40742,25.791075,0.61634445,human_unconventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,23.063164,23.221436,-0.15827179,human_conventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.83885,23.751759,-0.91290855,human_conventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,25.776304,25.042841,0.7334633,human_unconventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,23.063164,23.221436,-0.15827179,human_conventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,23.083464,22.960932,0.12253189,human_unconventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.83885,23.751759,-0.91290855,human_conventional,human_unconventional,98
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.67907,23.545414,0.13365555,human_unconventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.464273,23.112244,0.3520298,human_unconventional,human_conventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.55114,31.592245,0.9588947,human_unconventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.768873,24.413128,0.35574532,human_unconventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.55114,31.592245,0.9588947,human_unconventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.17966,22.250965,-0.07130432,human_conventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.768873,24.413128,0.35574532,human_unconventional,human_unconventional,99
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,22.947815,23.410564,-0.46274948,human_conventional,human_conventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,23.361311,23.0248,0.3365116,human_unconventional,human_conventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,23.293777,22.921192,0.3725853,human_unconventional,human_unconventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.301952,23.544477,1.7574749,human_unconventional,human_unconventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.717176,25.260443,1.4567337,human_unconventional,human_unconventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,23.293777,22.921192,0.3725853,human_unconventional,human_unconventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.608883,23.741175,-0.1322918,human_conventional,human_conventional,100
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.371637,26.386005,-1.014368,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.649225,26.534485,-0.8852596,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.753822,23.405214,-1.651392,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.180826,24.405151,-1.2243252,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.569061,25.211102,-0.64204025,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,33.410404,32.547672,0.86273193,human_unconventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.569061,25.211102,-0.64204025,human_conventional,human_conventional,101
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.397438,33.179867,-0.78242874,human_conventional,human_unconventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.700958,23.651415,0.04954338,human_unconventional,human_conventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.700958,23.651415,0.04954338,human_unconventional,human_conventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.23737,22.629324,-0.39195442,human_conventional,human_unconventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.672245,25.662489,0.009756088,human_unconventional,human_unconventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.07484,22.245497,-0.1706562,human_conventional,human_unconventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.30586,24.956007,-0.6501465,human_conventional,human_unconventional,102
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.383352,25.298515,-0.91516304,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.636612,26.02744,-0.39082718,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.442568,23.656603,-1.214035,human_conventional,human_conventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,24.62999,24.81424,-0.18424988,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.636612,26.02744,-0.39082718,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.636612,26.02744,-0.39082718,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.636612,26.02744,-0.39082718,human_conventional,human_unconventional,103
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.972145,22.841911,0.13023376,human_unconventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,22.671946,23.789492,-1.1175461,human_conventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.972145,22.841911,0.13023376,human_unconventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.972145,22.841911,0.13023376,human_unconventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,25.073349,26.387041,-1.3136921,human_conventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.409784,22.572319,-1.1625347,human_conventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.842747,24.657553,0.18519402,human_unconventional,human_conventional,104
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,22.588346,24.4448,-1.856453,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.94558,22.289564,-0.3439846,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,22.588346,24.4448,-1.856453,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.155338,26.227297,-1.0719585,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.592838,25.052883,-0.46004486,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.155338,26.227297,-1.0719585,human_conventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,32.77384,32.740982,0.032859802,human_unconventional,human_conventional,105
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.31283,24.288328,-0.9754982,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.77989,27.067028,-2.287138,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.77989,27.067028,-2.287138,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.412191,25.522905,-0.11071396,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\kaspar.jpg,31.916513,31.721275,0.19523811,human_unconventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,21.345608,23.206451,-1.8608437,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\bina48.png,25.412191,25.522905,-0.11071396,human_conventional,human_conventional,106
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.140335,26.156033,-2.0156975,human_conventional,human_unconventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.140335,26.156033,-2.0156975,human_conventional,human_unconventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,21.903934,23.838156,-1.9342213,human_conventional,human_conventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.425728,27.29392,-2.8681927,human_conventional,human_unconventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.039503,25.34494,-2.305437,human_conventional,human_conventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,24.425728,27.29392,-2.8681927,human_conventional,human_unconventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\sophia.png,22.327755,24.79956,-2.4718056,human_conventional,human_conventional,107
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.753849,26.344912,-1.5910625,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\kodomoroid.jpg,23.97587,28.328136,-4.3522663,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,26.237156,27.723227,-1.4860706,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.62353,25.58493,-1.961401,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\geminoid H1-4.jpg,23.529324,25.6011,-2.0717773,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.879087,25.915224,-1.0361366,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.62353,25.58493,-1.961401,human_conventional,human_conventional,108
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.595825,24.404385,-0.8085594,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.291487,24.943567,-0.65208054,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\nadine.png,23.595825,24.404385,-0.8085594,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.436348,23.470442,-1.0340939,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,23.923481,24.252161,-0.32868004,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,25.868217,26.227932,-0.3597145,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\han.png,24.291487,24.943567,-0.65208054,human_conventional,human_conventional,109
C:\Users\maryc\Downloads\881project\uncannyrobot\jiajia.png,22.012354,23.288006,-1.2756519,human_conventional,human_conventional,110
C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,24.872263,25.000584,-0.1283207,human_conventional,human_unconventional,110
