iteration,mean_dist_failed_near_human,mean_dist_stylized,mean_dist_human_conventional,mean_dist_human_unconventional,mean_coh_failed_near_human,mean_coh_stylized,mean_coh_human_conventional,mean_coh_human_unconventional,diff_dist_unconventional_minus_conventional,diff_dist_failed_minus_conventional,diff_dist_failed_minus_unconventional,diff_coh_unconventional_minus_failed,diff_coh_conventional_minus_failed,diff_coh_unconventional_minus_conventional
22,23.753713607788086,27.774568557739258,20.59174156188965,25.815568923950195,-0.6334384099058387,-0.10423199580283336,0.0583366687314946,0.22593531233095596,5.223827362060547,3.1619720458984375,-2.0618553161621094,0.8593737222367946,0.6917750786373332,0.16759864359946136
23,24.64919662475586,28.309316635131836,20.61924934387207,24.97451400756836,-0.5109058434941592,-0.354746527338481,-0.02331975588023624,-0.08469013902611898,4.355264663696289,4.029947280883789,-0.3253173828125,0.42621570446804025,0.487586087613923,-0.06137038314588274
24,26.65924072265625,29.253023147583008,19.98012924194336,23.326276779174805,-1.2966954470882617,0.37636364908451647,-0.374395035387953,-0.054258948159628555,3.3461475372314453,6.679111480712891,3.3329639434814453,1.2424364989286332,0.9223004117003086,0.32013608722832443
25,27.475208282470703,28.17984962463379,20.533315658569336,26.63606071472168,-0.856152991851711,-0.4921429387574733,-0.12578888276747086,0.42836476479861335,6.102745056152344,6.941892623901367,0.8391475677490234,1.2845177566503243,0.7303641090842401,0.5541536475660842
26,23.84282112121582,32.62847137451172,19.41038703918457,26.116451263427734,-0.5555474895909659,-0.03385018866568878,0.30860241337894667,0.05541141925359613,6.706064224243164,4.43243408203125,-2.273630142211914,0.610958908844562,0.8641499029699126,-0.25319099412535057
27,25.20652961730957,28.339750289916992,20.632200241088867,27.156909942626953,-0.3606327379465829,-0.019935382010323195,-0.1479984554636487,-0.04184775444145388,6.524709701538086,4.574329376220703,-1.9503803253173828,0.318784983505129,0.2126342824829342,0.10615070102219482
28,26.671789169311523,26.6130428314209,20.371601104736328,23.371633529663086,-1.4376735110462693,-0.07753626648276997,0.0913082883507372,0.12161954515463477,3.000032424926758,6.300188064575195,3.3001556396484375,1.559293056200904,1.5289817993970065,0.03031125680389757
29,24.87278938293457,29.31829833984375,20.323198318481445,26.74322509765625,-0.731464960481267,-0.11750055262374375,-0.04798212287743099,0.4180690759104818,6.420026779174805,4.549591064453125,-1.8704357147216797,1.1495340363917488,0.683482837603836,0.4660511987879128
30,24.402118682861328,29.743532180786133,20.84246253967285,26.076282501220703,-1.0384429251225453,0.15448839091974378,0.22355214658281783,0.4881312789562574,5.233819961547852,3.5596561431884766,-1.674163818359375,1.5265742040788028,1.2619950717053632,0.26457913237343955
31,23.976049423217773,26.392261505126953,21.141111373901367,24.365324020385742,-0.7618181152095479,-0.18829601328529727,-0.04838968286500107,-0.2665169723615716,3.224212646484375,2.8349380493164062,-0.38927459716796875,0.4953011428479763,0.7134284323445468,-0.21812728949657056
32,25.682119369506836,27.32535743713379,20.281719207763672,25.591745376586914,-1.4570947558895209,0.03602735961425428,-0.07290835701092577,-0.025009453991787185,5.310026168823242,5.400400161743164,0.09037399291992188,1.4320853018977338,1.3841863988785952,0.047898903019138586
33,26.563312530517578,26.283933639526367,20.024423599243164,25.53127670288086,-0.8192137950246564,-0.14012704769630172,-0.017051830811489734,-0.022977644265540713,5.506853103637695,6.538888931274414,1.0320358276367188,0.7962361507591157,0.8021619642131667,-0.005925813454050979
34,23.540143966674805,28.473318099975586,19.13324546813965,24.71213150024414,-0.8444010968319805,0.0701917771272336,0.19041251598156747,0.08611513373974647,5.578886032104492,4.406898498535156,-1.171987533569336,0.9305162305717269,1.034813612813548,-0.104297382241821
35,28.56697654724121,26.000547409057617,18.95677375793457,24.93976402282715,-1.1683903349205986,0.08667904250595755,0.46940784530573143,0.43391771524493067,5.982990264892578,9.61020278930664,3.6272125244140625,1.6023080501655294,1.63779818022633,-0.03549013006080076
36,26.132028579711914,26.0789737701416,20.571094512939453,25.6475830078125,-0.6420402584750101,0.4769987221315016,-0.0624782451307782,0.1812361269257695,5.076488494873047,5.560934066772461,0.48444557189941406,0.8232763854007796,0.579562013344232,0.2437143720565477
37,23.627344131469727,28.680973052978516,20.212764739990234,27.934682846069336,-0.48454021851104184,-0.2411829012414568,-0.03733380368293136,-0.030885903836664817,7.721918106079102,3.414579391479492,-4.307338714599609,0.453654314674377,0.44720641482811047,0.006447899846266546
38,24.67054557800293,26.24384880065918,19.969404220581055,25.02371597290039,-0.8328733687711983,-0.04220611252316301,-0.18650614606214502,-0.08659215581372304,5.054311752319336,4.701141357421875,-0.35317039489746094,0.7462812129574753,0.6463672227090533,0.09991399024842199
39,24.549358367919922,24.600482940673828,20.67190933227539,25.904142379760742,-0.6579832769487834,0.03438921676638496,-0.08215480157651704,-0.09712499263192528,5.232233047485352,3.8774490356445312,-1.3547840118408203,0.5608582843168581,0.5758284753722664,-0.014970191055408241
40,24.500749588012695,30.797616958618164,20.272062301635742,25.345977783203125,-0.5838311431796057,-0.5377740481910395,0.36815733137276646,0.32318148557274057,5.073915481567383,4.228687286376953,-0.8452281951904297,0.9070126287523463,0.9519884745523721,-0.04497584580002589
41,24.884075164794922,28.609098434448242,20.183019638061523,25.00094985961914,-0.6353069993926679,-0.24181064017509593,0.2983853800042196,-0.3495573869388277,4.817930221557617,4.701055526733398,-0.11687469482421875,0.2857496124538402,0.9336923793968874,-0.6479427669430473
42,24.67000389099121,25.933992385864258,19.97235679626465,23.938274383544922,-0.8010210490540178,-0.019397384497334698,0.20641047330603715,-0.18650194916734178,3.9659175872802734,4.6976470947265625,0.7317295074462891,0.6145190998866761,1.007431522360055,-0.39291242247337893
43,24.754072189331055,26.773700714111328,21.167367935180664,24.401412963867188,-0.6842082248879235,0.21824490857990314,0.015546015246412859,0.11942003661094426,3.2340450286865234,3.5867042541503906,0.3526592254638672,0.8036282614988678,0.6997542401343364,0.1038740213645314
44,23.52886962890625,27.200439453125,20.60618782043457,22.943387985229492,-0.6405471471167125,0.15753356787110953,-0.14681620159579697,0.23825299726054674,2.337200164794922,2.9226818084716797,0.5854816436767578,0.8788001443772592,0.49373094552091545,0.3850691988563437
45,24.1633243560791,28.893009185791016,19.266857147216797,26.117788314819336,-0.7392253970227228,0.1859906082887141,-0.09311896023125911,0.21814756744065752,6.850931167602539,4.896467208862305,-1.9544639587402344,0.9573729644633804,0.6461064367914637,0.31126652767191665
46,23.887958526611328,26.385522842407227,20.156513214111328,24.24590492248535,-0.6268544739239397,-0.0587831193225376,0.026835850922757833,0.602263518871195,4.089391708374023,3.7314453125,-0.35794639587402344,1.2291179927951346,0.6536903248466975,0.5754276679484371
47,26.026918411254883,28.096982955932617,20.492761611938477,25.983789443969727,-0.6706473993342346,-0.05401005810265187,0.23118587758811196,0.08498406118073777,5.49102783203125,5.534156799316406,0.04312896728515625,0.7556314605149723,0.9018332769223465,-0.14620181640737417
48,25.293081283569336,25.877899169921875,20.65481185913086,24.215259552001953,-0.5073303932151062,0.15520862138600264,0.29320278931124094,-0.21969926823316674,3.5604476928710938,4.638269424438477,1.0778217315673828,0.28763112498193943,0.8005331825263471,-0.5129020575444077
49,24.240495681762695,27.097532272338867,20.74547004699707,24.613367080688477,-0.44212140503054076,0.2106333654975916,-0.03365492491722374,-0.31962101874160626,3.8678970336914062,3.495025634765625,-0.37287139892578125,0.1225003862889345,0.40846648011331704,-0.28596609382438254
50,24.36763572692871,25.19166374206543,19.654312133789062,24.7492733001709,-0.2904358326425593,0.4116040616234728,0.3499138508885538,0.1107496236779092,5.094961166381836,4.713323593139648,-0.3816375732421875,0.4011854563204685,0.6403496835311131,-0.23916422721064462
51,25.398427963256836,28.310388565063477,20.963407516479492,23.74968910217285,-0.49758411908259387,-0.019935382010323195,0.11807506573061854,0.09866190575564418,2.7862815856933594,4.435020446777344,1.6487388610839844,0.5962460248382381,0.6156591848132125,-0.019413159974974364
52,24.858247756958008,29.22093391418457,20.988534927368164,27.967716217041016,-0.7334968253722444,0.25458546645374025,0.09936270325768017,-0.18809938750980826,6.979181289672852,3.8697128295898438,-3.109468460083008,0.5453974378624361,0.8328595286299245,-0.2874620907674884
53,25.946170806884766,25.82296371459961,20.39103889465332,26.83976936340332,-0.6246228119027408,-0.003448116631599258,0.1632967022949376,0.0791742943769095,6.44873046875,5.555131912231445,-0.8935985565185547,0.7037971062796503,0.7879195141976785,-0.0841224079180281
54,23.33743667602539,27.132001876831055,21.223894119262695,25.300363540649414,-0.6604528075101769,-0.09285779541486626,0.19283143338877043,-0.03710212355809363,4.076469421386719,2.1135425567626953,-1.9629268646240234,0.6233506839520833,0.8532842408989473,-0.22993355694686407
55,26.386423110961914,27.054927825927734,20.080795288085938,24.92548942565918,-1.0596785724052284,-0.050899601866305044,0.08902628616581719,-0.04769381207024961,4.844694137573242,6.305627822875977,1.4609336853027344,1.0119847603349788,1.1487048585710455,-0.1367200982360668
56,23.788299560546875,27.62631607055664,20.271137237548828,25.290021896362305,-0.3737167447530232,0.014767033015644646,0.1827124457422241,0.05708593067070156,5.018884658813477,3.517162322998047,-1.5017223358154297,0.43080267542372475,0.5564291904952473,-0.12562651507152253
57,24.238189697265625,27.049774169921875,19.510501861572266,25.03865623474121,-0.3319862930754563,0.2845392823954919,0.13295999308836878,-0.029176550533119686,5.528154373168945,4.727687835693359,-0.8004665374755859,0.3028097425423366,0.46494628616382505,-0.16213654362148847
58,28.847688674926758,27.222597122192383,20.747453689575195,24.42923355102539,-0.8405046538047518,0.06517120366909647,-0.01346051990694039,-0.1398746048281346,3.6817798614501953,8.100234985351562,4.418455123901367,0.7006300489766172,0.8270441338978114,-0.12641408492119421
59,25.414806365966797,25.856904983520508,20.304689407348633,25.817729949951172,-0.46439063594678137,-0.30666730317013613,0.05068799452193969,-0.014198207206443483,5.513040542602539,5.110116958618164,-0.402923583984375,0.4501924287403379,0.515078630468721,-0.06488620172838318
60,24.85662841796875,29.69783592224121,21.3265438079834,25.95768165588379,-0.9224942946927649,0.0827586143827012,0.09385094439964192,0.2452172957872923,4.631137847900391,3.5300846099853516,-1.101053237915039,1.1677115904800572,1.0163452390924068,0.15136635138765037
61,23.880718231201172,28.062639236450195,19.530803680419922,24.410404205322266,-0.526300405515414,-0.019935382010323188,0.08531387206291578,0.6568329552127986,4.879600524902344,4.34991455078125,-0.5296859741210938,1.1831333607282126,0.6116142775783298,0.5715190831498829
62,25.292537689208984,29.328779220581055,19.42441749572754,22.795257568359375,-1.0151581219263761,0.34721980502967437,0.3230089048266128,0.08391359722541271,3.370840072631836,5.868120193481445,2.4972801208496094,1.099071719151789,1.338167026752989,-0.23909530760120012
63,25.900318145751953,28.457660675048828,20.627286911010742,25.18443489074707,-0.8351479840935364,0.28104859946375743,0.06325321882322152,0.12820682323091,4.557147979736328,5.273031234741211,0.7158832550048828,0.9633548073244464,0.898401202916758,0.06495360440768849
64,23.14668846130371,22.924962997436523,20.27986717224121,27.063547134399414,-0.45179637574127984,0.2747456477174691,0.08624669528332055,0.04969485508551337,6.783679962158203,2.8668212890625,-3.916858673095703,0.5014912308267933,0.5380430710246004,-0.036551840197807176
65,24.11551856994629,29.715837478637695,21.238632202148438,24.167011260986328,-0.22140951726252542,-0.08871247312861971,-0.04547139862090556,0.07603614752494534,2.9283790588378906,2.8768863677978516,-0.05149269104003906,0.29744566478747075,0.17593811864161985,0.1215075461458509
66,25.546096801757812,30.14327049255371,20.765583038330078,26.263347625732422,-0.654729268685934,-0.14442770251494572,0.19914767464772395,0.11406496199341962,5.497764587402344,4.780513763427734,-0.7172508239746094,0.7687942306793536,0.8538769433336579,-0.08508271265430434
67,24.498632431030273,28.101802825927734,20.960912704467773,24.965457916259766,-0.2461482787401594,-0.17796438109428594,0.379153526867449,0.1578355868364645,4.004545211791992,3.5377197265625,-0.4668254852294922,0.4039838655766239,0.6253018056076084,-0.2213179400309845
68,24.21250343322754,26.020675659179688,18.766244888305664,26.355213165283203,-0.7332591077671193,0.16309213884223514,0.08083868194612173,-0.019251002130860482,7.588968276977539,5.446258544921875,-2.142709732055664,0.7140081056362588,0.8140977897132411,-0.10008968407698221
69,25.378780364990234,25.640249252319336,18.963674545288086,24.619571685791016,-0.28637043415379465,0.5411169555862325,0.03395847499148132,-0.39811224205488666,5.65589714050293,6.415105819702148,0.7592086791992188,-0.111741807901092,0.32032890914527595,-0.43207071704636796
70,24.812389373779297,29.862783432006836,19.507360458374023,24.943546295166016,-0.07759112489698632,-0.05932111683552608,-0.2661828038524962,-0.08343818806752554,5.436185836791992,5.305028915405273,-0.13115692138671875,-0.005847063170539221,-0.18859167895550988,0.18274461578497067
71,25.12240982055664,25.949323654174805,20.35202407836914,27.373830795288086,-0.6606857040866292,0.43286438822208245,-0.2638945897592826,-0.39432682006640796,7.021806716918945,4.7703857421875,-2.2514209747314453,0.26635888402022123,0.3967911143273466,-0.13043223030712536
72,23.854385375976562,27.101598739624023,21.67612648010254,25.47157096862793,-0.7527116333582938,-0.2941004659146685,0.06729414931383744,0.062363920712449374,3.7954444885253906,2.1782588958740234,-1.6171855926513672,0.8150755540707432,0.8200057826721313,-0.004930228601388066
73,24.923519134521484,31.482275009155273,20.695253372192383,26.02615737915039,-0.608932545004657,0.15099770798800924,-0.011693258026999451,-0.0437732983442081,5.330904006958008,4.228265762329102,-1.1026382446289062,0.5651592466604489,0.5972392869776575,-0.03208004031720865
74,22.499713897705078,28.59639549255371,20.593399047851562,26.87502670288086,-0.7850525279369774,0.05397053488757716,0.3198767087120019,0.4020372842773018,6.281627655029297,1.9063148498535156,-4.375312805175781,1.1870898122142792,1.1049292366489794,0.08216057556529988
75,25.008100509643555,27.652799606323242,20.544660568237305,24.403457641601562,-0.30574354558025035,0.2664138741688987,0.23254870449194096,-0.195415579193369,3.858797073364258,4.46343994140625,0.6046428680419922,0.11032796638688136,0.5382922500721913,-0.4279642836853099
76,25.105051040649414,27.510311126708984,20.586090087890625,25.563772201538086,-0.7456901826410485,-0.2941004659146685,0.07076606521878513,0.19812977605398388,4.977682113647461,4.518960952758789,-0.4587211608886719,0.9438199586950323,0.8164562478598336,0.12736371083519876
77,24.17262840270996,29.68433952331543,19.83078384399414,26.207975387573242,-0.5248010895914452,0.2518060492949129,0.218326494273849,-0.6062402384533678,6.377191543579102,4.34184455871582,-2.0353469848632812,-0.0814391488619226,0.7431275838652942,-0.8245667327272168
78,24.872827529907227,29.455867767333984,19.81647300720215,27.054651260375977,-0.7737576964526476,0.006345518046423605,0.11796173879187512,0.23001690590049034,7.238178253173828,5.056354522705078,-2.18182373046875,1.003774602353138,0.8917194352445227,0.11205516710861523
79,24.12089729309082,27.281896591186523,20.123291015625,26.118854522705078,-0.4801568186554164,0.1734237710332465,0.06444382368136654,0.14254975146457421,5.995563507080078,3.9976062774658203,-1.9979572296142578,0.6227065701199905,0.544600642336783,0.07810592778320767
80,25.235219955444336,23.197921752929688,21.453577041625977,23.430431365966797,-0.5836640103343061,0.06909163179235278,-0.29016118044653233,0.022165949478287466,1.9768543243408203,3.7816429138183594,1.804788589477539,0.6058299598125936,0.2935028298877738,0.3123271299248198
81,23.516984939575195,28.56117820739746,19.921327590942383,26.72580909729004,-0.363970470620511,0.08831718535382684,-0.08820604650751063,-0.020003207347965013,6.804481506347656,3.5956573486328125,-3.2088241577148438,0.343967263272546,0.2757644241130004,0.06820283915954561
82,25.22061538696289,26.37797737121582,20.583444595336914,24.051944732666016,-0.43562534258222024,0.257902617779027,-0.1360030712045755,-0.09143472600701738,3.4685001373291016,4.637170791625977,1.168670654296875,0.3441906165752029,0.29962227137764474,0.04456834519755812
83,24.54862403869629,25.96767234802246,20.433366775512695,25.858108520507812,-0.6241432173812004,-0.01369000740195996,-0.07374513399474554,0.1509443825523999,5.424741744995117,4.115257263183594,-1.3094844818115234,0.7750875999336002,0.5503980833864548,0.22468951654714542
84,23.741931915283203,29.488101959228516,19.862228393554688,25.198728561401367,-0.6686194819569843,0.23646005822714702,-0.04627282843407678,-0.43636808222182794,5.33650016784668,3.8797035217285156,-1.456796646118164,0.23225139973515635,0.6223466535229075,-0.3900952537877512
85,23.79584312438965,27.359725952148438,20.45419692993164,23.957117080688477,-0.21332641629172702,0.0470457954425032,-0.22020813101368275,0.33238681402278664,3.502920150756836,3.341646194458008,-0.16127395629882812,0.5457132303145137,-0.006881714721955728,0.5525949450364693
86,25.04842185974121,27.703292846679688,20.835298538208008,26.628780364990234,-1.0829681966300702,-0.03250221926579081,0.07794861024155529,0.02349920653945515,5.793481826782227,4.213123321533203,-1.5803585052490234,1.1064674031695254,1.1609168068716254,-0.05444940370210014
87,25.276081085205078,30.26607322692871,20.229496002197266,25.63430404663086,-1.20550061210668,-0.1146561195264644,0.39972664660581536,0.16002767533115872,5.404808044433594,5.0465850830078125,-0.35822296142578125,1.3655282874378387,1.6052272587124954,-0.23969897127465664
88,24.37880516052246,25.447866439819336,20.644697189331055,25.065473556518555,-0.6956389123875582,0.37457670011239813,0.14010565910457465,0.06390246432567782,4.4207763671875,3.7341079711914062,-0.6866683959960938,0.759541376713236,0.8357445714921328,-0.07620319477889682
89,23.707508087158203,27.921642303466797,20.34004783630371,24.844623565673828,-0.5967480171407464,0.3869613044145953,0.016466430584401528,0.16352821362805964,4.504575729370117,3.367460250854492,-1.137115478515625,0.760276230768806,0.613214447725148,0.1470617830436581
90,23.499189376831055,29.132400512695312,19.352642059326172,23.58070182800293,-0.9864016579667083,0.17574871751835341,0.09245398596130491,0.12207537849612866,4.228059768676758,4.146547317504883,-0.081512451171875,1.108477036462837,1.0788556439280133,0.02962139253482375
91,23.879711151123047,29.28315544128418,20.435653686523438,26.335948944091797,-0.4801568186554164,-0.028001132419826085,0.3937384322872111,0.4596104223486952,5.900295257568359,3.4440574645996094,-2.45623779296875,0.9397672410041116,0.8738952509426274,0.06587199006148409
92,24.500642776489258,28.450958251953125,20.373979568481445,24.60420799255371,-0.6248596559929205,-0.13893441082880117,0.211069027965862,0.1521579806810304,4.230228424072266,4.1266632080078125,-0.10356521606445312,0.7770176366739509,0.8359286839587825,-0.0589110472848316
93,26.042524337768555,28.366697311401367,19.164249420166016,23.944442749023438,-0.4913962041462262,0.05710545325959356,0.07860435446918738,-0.23767835533711892,4.780193328857422,6.878274917602539,2.098081588745117,0.2537178488091073,0.5700005586154135,-0.3162827098063063
94,25.7579288482666,24.23423957824707,18.35931968688965,25.394271850585938,-0.822475032303192,0.12424440153002077,0.2193337438488574,0.1683688830865815,7.034952163696289,7.398609161376953,0.36365699768066406,0.9908439153897735,1.0418087761520494,-0.05096486076227591
95,24.865488052368164,30.259140014648438,20.14849853515625,24.711837768554688,-0.585410024203363,0.3551033224859069,0.03132829124744282,0.08367221144196943,4.5633392333984375,4.716989517211914,0.15365028381347656,0.6690822356453324,0.6167383154508058,0.05234392019452661
96,23.40709114074707,27.879301071166992,20.568592071533203,24.122045516967773,-0.5545731258310415,0.46857720716228046,-0.030743256727503238,0.24592220347707056,3.5534534454345703,2.838499069213867,-0.7149543762207031,0.8004953293081121,0.5238298691035382,0.2766654602045738
97,27.00417137145996,28.881635665893555,20.636117935180664,24.92774772644043,-0.9026240743585141,-0.1306951288128505,0.01233358227145184,-2.221923207170105e-05,4.291629791259766,6.368053436279297,2.0764236450195312,0.9026018551264424,0.914957656629966,-0.01235580150352354
98,23.8673152923584,30.74947738647461,20.55733871459961,23.6795711517334,-0.3577434026073104,-0.28144388723855024,0.42705927103524804,-0.42564364636843427,3.122232437133789,3.309976577758789,0.187744140625,-0.06790024376112386,0.7848026736425584,-0.8527029174036823
99,26.280431747436523,29.20123863220215,20.176074981689453,24.219762802124023,-0.6297367311825955,0.3944890573111097,-0.256933952834687,0.2223168986532764,4.04368782043457,6.10435676574707,2.0606689453125,0.852053629835872,0.37280277834790854,0.4792508514879634
100,24.074954986572266,27.183589935302734,21.045133590698242,25.018739700317383,-0.4916491066569853,0.18937303889898197,0.30258554286888545,0.1355723200407341,3.9736061096191406,3.0298213958740234,-0.9437847137451172,0.6272214266977194,0.7942346495258708,-0.16701322282815134
101,25.50057601928711,26.862743377685547,18.62483787536621,26.276830673217773,-0.5850531562346645,-0.09035061597648901,0.0060584471746845114,0.14337730120780792,7.6519927978515625,6.875738143920898,-0.7762546539306641,0.7284304574424724,0.591111603409349,0.1373188540331234
102,24.869953155517578,26.916671752929688,20.51762580871582,24.148550033569336,-0.36659902720218646,0.2845392823954919,-0.10921008336283936,0.05925699073692614,3.6309242248535156,4.352327346801758,0.7214031219482422,0.4258560179391126,0.2573889438393471,0.1684670740997655
103,24.857479095458984,27.04477882385254,21.2390193939209,25.085981369018555,-0.3890021612006822,-0.3413697181961039,-0.17913332793904332,-0.08627328486001977,3.8469619750976562,3.618459701538086,-0.2285022735595703,0.3027288763406624,0.20986883326163888,0.09286004307902355
104,23.273466110229492,27.192602157592773,20.90750503540039,27.092010498046875,-0.5861423703005928,0.2074984471255752,0.09392871485630479,0.17038046493385117,6.184505462646484,2.3659610748291016,-3.818544387817383,0.756522835234444,0.6800710851568976,0.07645175007754638
105,24.97137451171875,22.347646713256836,18.420162200927734,25.017597198486328,-0.2665797648126134,-0.12928809470935407,0.30022039462814165,-0.14307379756212857,6.597434997558594,6.551212310791016,-0.046222686767578125,0.12350596725048485,0.566800159440755,-0.4432941921902702
106,25.27987289428711,24.474834442138672,19.947282791137695,25.934284210205078,-1.1187942447237789,0.08954198650405294,0.23747204912391395,-0.4410289463807878,5.987001419067383,5.332590103149414,-0.6544113159179688,0.677765298342991,1.3562662938476928,-0.6785009955047018
107,23.486188888549805,31.39176368713379,19.49879264831543,25.59065818786621,-0.6921420027582785,-0.44296356925424757,0.01577494838559187,0.21735113743700807,6.091865539550781,3.987396240234375,-2.1044692993164062,0.9094931401952866,0.7079169511438704,0.2015761890514162
