group,path,status,embedding,orig_idx,consistency_score,dist_to_conventional_centroid,dist_to_unconventional_centroid
uncanny,C:\Users\maryc\Downloads\881project\uncannyrobot\otonaroid.jpg,ok,"[ 6.37567699e-01 -1.14455152e+00  1.60566592e+00 -4.10361052e-01
  1.15312326e+00 -2.59817898e-01 -1.71546698e+00  6.05349898e-01
 -1.06131649e+00  8.33111256e-02  6.81610763e-01 -5.34459174e-01
 -1.13435879e-01  1.23933589e+00 -2.00546455e+00 -1.32199872e+00
 -9.93528292e-02 -8.91935349e-01 -2.00818133e+00 -5.09290218e-01
 -2.00543237e+00 -7.64041066e-01  1.41597724e+00  1.14627337e+00
 -1.01502508e-01  1.00556445e+00  1.21234989e+00  2.86965609e-01
  2.29682341e-01 -2.15519190e+00  7.71070719e-01 -1.12916148e+00
  2.70692021e-01 -6.66055799e-01 -1.77542910e-01  1.57774138e+00
  5.87295651e-01 -1.84285116e+00  1.30004168e+00 -9.78352427e-01
  1.65352178e+00 -8.36958826e-01  7.25592732e-01  1.05750036e+00
  1.40564740e-02 -3.40314806e-02  7.13832736e-01  3.35295349e-02
  1.09020293e+00  6.40623987e-01  7.01483905e-01 -2.03811955e+00
 -3.08596343e-02 -3.28906029e-02 -6.52728021e-01  1.08855799e-01
 -1.89452446e+00 -7.05665231e-01 -8.67218018e-01 -1.95859635e+00
  2.41644874e-01  4.30308163e-01 -1.51920986e+00 -4.95252103e-01
 -4.71219361e-01 -8.49413812e-01  5.02961338e-01  1.84553134e+00
  4.03309703e-01 -7.39962816e-01  6.72576249e-01  4.08463866e-01
  1.15382433e+00  3.31314355e-01 -3.30861062e-02  1.14815640e+00
 -1.72981763e+00  2.25131243e-01 -9.89028871e-01 -7.23177791e-01
 -1.04563385e-02 -1.88877523e+00  9.46675122e-01  9.84081388e-01
  4.92887348e-01 -3.02940965e-01  7.72619247e-01 -1.93374670e+00
  1.01834524e+00  2.23241472e+00 -2.73546076e+00 -1.23679209e+00
  1.65082276e-01  2.22880983e+00 -9.07840431e-01  1.44625199e+00
  3.95229280e-01  3.11957777e-01  2.85094768e-01 -9.54777122e-01
 -6.55901194e-01 -3.79393429e-01 -8.71184826e-01  1.11949988e-01
  1.45641577e+00  1.74822545e+00 -1.41905308e+00  1.16431034e+00
  9.15143669e-01 -1.78603113e-01 -2.38661051e+00 -1.03752387e+00
 -1.52257836e+00  5.29218197e-01  2.71072531e+00  1.29000926e+00
  7.39222050e-01 -1.49830317e+00 -6.34129703e-01  1.06280673e+00
  1.13770604e+00 -6.88487515e-02  7.81457946e-02  3.50661129e-01
 -3.27488989e-01 -6.79466128e-01 -3.38302881e-01 -2.15617633e+00
  8.59759092e-01 -3.09186101e-01 -6.10558152e-01 -3.96791726e-01
 -8.13547611e-01 -6.22272789e-01 -2.84167439e-01  3.11307758e-01
 -5.90504587e-01  1.06778455e+00 -8.84199798e-01  4.88092899e-01
 -1.00590312e+00 -1.66763142e-02 -2.26543427e+00  3.96056473e-01
 -3.16329002e-01  9.21792388e-02 -9.98886287e-01 -5.68260670e-01
 -6.84361041e-01  1.04726052e+00  1.43294024e+00  1.74701452e+00
  1.60963321e+00 -7.43661880e-01  2.00454116e+00 -5.17637730e-01
 -7.87676394e-01 -1.98444426e+00 -6.74794376e-01 -4.50447090e-02
 -7.75933325e-01 -2.87418842e-01 -1.44403005e+00  1.40447128e+00
 -3.93248260e-01  1.92338973e-01 -9.52578604e-01 -4.82012659e-01
  1.12360489e+00 -2.02813148e+00  2.61840364e-03 -4.06433403e-01
 -1.66567862e-02  1.98435223e+00 -7.58053541e-01  1.57044142e-01
  5.20968974e-01  2.11345628e-01 -2.75150120e-01 -2.58683532e-01
  8.88040543e-01  8.32912087e-01  2.04674318e-01 -1.60554081e-01
  6.89870656e-01 -6.39514863e-01 -8.15512240e-01  1.01997256e+00
 -8.21608067e-01  9.88791943e-01  7.06613123e-01 -4.60633874e-01
  9.44841877e-02  7.31156230e-01  6.99579835e-01 -1.41688883e-01
 -1.48730934e+00  8.54391098e-01 -3.42200994e-01 -5.41695952e-01
 -9.01971817e-01  1.52008712e-01  7.56968558e-01  4.12571102e-01
 -3.30751419e-01  9.91154239e-02  9.19950664e-01 -2.08456922e+00
 -2.97104210e-01  7.26947248e-01 -1.30481899e+00  1.28248739e+00
 -1.40845478e-01  1.37019205e+00  1.07096422e+00  1.51706319e-02
 -1.08483803e+00  4.03609306e-01 -1.40717709e+00  1.45267618e+00
 -1.11844635e+00  8.70828032e-01  1.21912622e+00  9.15669322e-01
  1.36074173e+00 -7.30200231e-01  1.70418352e-01 -2.29322982e+00
 -1.79347956e+00  1.25772572e+00 -2.34182045e-01 -2.30171418e+00
 -2.32189879e-01 -7.24473119e-01 -1.22325793e-01  2.14521706e-01
  3.60824347e-01 -3.08933944e-01 -1.94470131e+00  4.04193282e-01
 -9.65061486e-02 -5.16922832e-01 -4.47497964e-02  2.61773795e-01
 -5.74600697e-01 -1.36832607e+00  6.05198860e-01  1.09006143e+00
  1.56160045e+00 -8.16234171e-01 -4.71446306e-01 -1.69693589e+00
  1.01297057e+00  2.45695665e-01 -4.43985909e-01 -4.35178876e-01
  1.81754678e-03 -9.43955839e-01  3.42115134e-01 -1.24955332e+00
  6.30901814e-01 -8.48657608e-01 -3.71699512e-01 -2.54372597e-01
 -8.36838961e-01  4.75541085e-01  1.35121727e+00  5.70253730e-02
  9.23073113e-01 -3.18569183e-01 -1.60065925e+00  4.06563468e-03
  1.79742110e+00  2.05718637e+00  8.14645171e-01  9.87973571e-01
 -7.16860354e-01 -1.21194792e+00  4.33508307e-01 -8.88801754e-01
 -1.09682485e-01  1.55344379e+00  1.63701820e+00  2.50742435e-01
 -1.36118078e+00  2.12783384e+00 -1.96710169e-01 -2.84376800e-01
  5.18342853e-01 -3.24660599e-01  4.95751381e-01 -2.57473160e-02
 -7.00509846e-01 -7.11107850e-01  2.17767000e-01  5.59342444e-01
 -3.74760509e-01  1.12245150e-01  2.35431194e+00  7.44631350e-01
  1.43645775e+00  3.68862331e-01  6.71415210e-01 -1.21296310e+00
  2.04293907e-01 -1.15183353e+00 -1.43094802e+00  7.13066399e-01
 -3.05795401e-01 -1.15275502e+00  4.96312380e-01 -1.12013614e+00
 -2.37985444e+00  1.01943091e-01 -2.08313251e+00  1.16484284e+00
 -1.40011013e-02 -1.38025567e-01 -9.20834184e-01  7.58466065e-01
  1.14205241e-01 -4.98954952e-03  1.96239442e-01 -2.01268721e+00
 -1.51219594e+00  7.60579407e-01 -1.10731256e+00  2.20912620e-01
  2.24564409e+00 -2.12000465e+00  5.68684459e-01  5.48304439e-01
 -7.13837564e-01 -4.24339056e-01  1.14592052e+00 -1.77613187e+00
  4.77704555e-01 -5.36906898e-01 -1.19233787e+00  1.33564222e+00
 -1.80133200e+00  1.01445043e+00 -9.53719735e-01  1.63403213e-01
 -2.39943102e-01  2.25487202e-02  4.02310193e-02 -1.87743378e+00
  6.40712857e-01 -1.15315032e+00  1.50062621e-01 -6.44558489e-01
 -5.38861990e-01  9.83878523e-02 -5.15010297e-01  1.38307512e-02
 -5.67041636e-01  6.88803434e-01  1.97203144e-01  2.49260855e+00
 -2.54224837e-01 -1.41724944e-04  1.49462149e-01  3.93304557e-01
  2.30590075e-01 -1.30985475e+00 -2.19938731e+00  1.10407329e+00
 -1.71430910e+00  8.24449718e-01  1.27348876e+00 -1.78337991e+00
 -1.71019256e+00 -7.76760578e-02 -6.09909356e-01  1.05137563e+00
 -1.27142143e+00 -5.22059977e-01  6.35564625e-01  6.92741692e-01
 -8.23582590e-01  1.32288253e+00 -3.17288995e-01 -1.83097810e-01
 -1.16868354e-02 -6.88643694e-01 -3.53426516e-01 -7.69245505e-01
  1.57284153e+00 -1.58691764e+00 -2.20408499e-01  4.05635893e-01
 -7.47376084e-01 -3.37071002e-01  6.75641418e-01 -2.83682466e-01
  2.79027045e-01  1.21283460e+00  6.46468461e-01 -1.57975090e+00
  5.18955588e-01  3.78669888e-01 -1.72730529e+00 -7.14079067e-02
  4.30937588e-01 -8.24591279e-01 -5.37241399e-01  2.01568627e+00
 -1.28418118e-01  9.46217179e-01 -1.51133525e+00  7.26466417e-01
  7.83499479e-01  2.05408096e+00  1.20367968e+00 -1.35276806e+00
  4.06246305e-01 -1.87568581e+00  1.55130363e+00 -1.49209249e+00
 -6.53046012e-01  1.09286857e+00 -8.44073296e-01  5.42260945e-01
  4.12779748e-01  1.12084019e+00  4.45356250e-01  2.31540874e-01
 -3.63402188e-01  3.52203846e-01  3.94103006e-02  1.18694395e-01
  4.64581579e-01 -2.34902978e+00 -7.72410631e-03  1.13104999e+00
  9.62174714e-01 -1.24463439e+00 -1.75880790e+00 -3.24135602e-01
 -6.60124481e-01  6.65159076e-02 -5.08592784e-01  7.17129469e-01
 -1.90165782e+00  7.33517110e-01 -1.30783331e+00  3.93852770e-01
  1.19991422e+00  7.54395604e-01 -1.86560482e-01 -3.25895727e-01
 -3.75379920e-01  6.50604814e-02 -6.93589509e-01 -9.08882320e-02
  1.19078302e+00 -1.08447945e+00  8.85277867e-01 -3.69895697e-01
  2.67030060e-01 -1.06004214e+00 -1.74230933e-01  1.96517050e+00
 -2.32621938e-01  1.62783027e+00  4.35741961e-01 -4.19863701e-01
  5.41175663e-01 -3.39141190e-01 -9.92714167e-02  2.75339961e-01
  4.64220583e-01 -2.51865327e-01 -1.04505467e+00  7.03318298e-01
 -7.28597045e-01 -4.13191885e-01  1.19010580e+00  9.68883514e-01
  5.01291335e-01 -3.78696620e-01 -1.28430653e+00  1.12529671e+00
  6.64169371e-01 -9.17751491e-01  1.22853851e+00  1.52387738e+00
 -1.24643350e+00  6.03720509e-02  4.74545777e-01  6.66336536e-01
 -4.84692246e-01 -9.81708407e-01  9.34166193e-01 -3.24212641e-01
 -1.14504874e+00  7.29103565e-01  6.06780052e-01 -1.15146875e+00
  2.39380097e+00 -5.92337921e-02  1.12481785e+00  9.90523577e-01
  1.88442469e+00  3.32284182e-01 -5.84928155e-01  5.41344047e-01
 -2.23390317e+00 -1.13950944e+00 -1.07865357e+00  9.59886491e-01]",8,-1.1578086499656772,24.277792,24.393707
uncanny,C:\Users\maryc\Downloads\881project\uncannyrobot\erica.jpg,ok,"[ 6.03106916e-02 -2.33091450e+00  9.22651142e-02 -7.22768068e-01
 -1.03674972e+00  6.64574564e-01 -1.02893400e+00 -3.07184279e-01
 -3.35889161e-01  1.39946902e+00 -1.12513274e-01  1.17080820e+00
  1.17888618e+00  4.35515642e-01  4.56118613e-01 -5.07400393e-01
  1.39593273e-01 -1.24012089e+00 -1.31085801e+00  5.30903995e-01
 -3.52456152e-01 -8.94978285e-01 -9.74228680e-01 -2.30746388e+00
  1.08094525e+00  1.62077606e+00  7.45541215e-01  1.09639585e+00
  3.58894527e-01  1.16090369e+00  1.50745451e+00  2.21665800e-01
 -2.18254232e+00 -6.27614260e-01  1.38088369e+00  5.03653228e-01
  1.04028368e+00  2.04941705e-02 -2.04928279e+00 -1.24157631e+00
 -1.00688256e-01  2.99561596e+00  6.52694345e-01  2.17186117e+00
 -1.03297400e+00  7.43620455e-01 -4.80124354e-03 -5.46819091e-01
 -7.38413095e-01  1.32957554e+00  7.32769072e-01 -1.55204880e+00
  7.22384334e-01  4.15666282e-01 -5.67710638e-01 -9.12707269e-01
 -1.45334649e+00  3.16477823e+00  1.65845597e+00 -2.07357454e+00
 -5.56049585e-01 -1.39358795e+00  1.61018753e+00 -1.55512309e+00
  1.52448803e-01 -1.41177130e+00  1.09251499e+00  5.96068390e-02
  3.80782425e-01 -2.76223898e-01  8.49834919e-01  4.26828533e-01
  6.09188914e-01 -3.92828643e-01 -6.65449381e-01 -9.85839725e-01
 -1.07939792e+00 -9.46832299e-01  4.10130695e-02  8.57714295e-01
  5.86780906e-03 -1.13952458e+00 -1.71256936e+00  1.88361192e+00
 -4.60712373e-01 -1.25696385e+00  1.35662222e+00 -9.83589709e-01
  3.58998120e-01  4.06919152e-01 -9.24306870e-01 -3.62027526e-01
  1.37265468e+00  1.32864130e+00  1.58659458e+00 -4.73086953e-01
 -1.22124970e+00  1.30705498e-02 -7.58366585e-01 -7.65689373e-01
 -3.49035323e-01 -6.05991840e-01  4.79534864e-01  2.12638557e-01
  3.69292587e-01  2.32555389e-01  1.49895537e+00 -1.00478625e+00
 -5.16863346e-01  5.58631897e-01  2.51857221e-01  3.41062814e-01
  5.65069579e-02  1.52555537e+00  2.03511071e+00  1.23794995e-01
 -1.07339311e+00  7.80951500e-01  5.75960398e-01  1.47983277e+00
 -6.64478421e-01 -4.93629336e-01  6.11077428e-01  7.23306313e-02
  5.94797671e-01 -8.66064072e-01 -1.16103524e-02  1.71721578e+00
 -1.69898272e+00  6.88083351e-01  7.91865587e-01 -1.09148526e+00
 -2.41891608e-01  4.18828994e-01 -1.50095224e+00  3.52482498e-03
 -8.58720779e-01 -1.17497635e+00 -1.30224764e+00  1.51053405e+00
  7.12169588e-01  5.78998089e-01 -1.59553611e+00  1.15974748e+00
  1.12840831e+00  9.29522097e-01 -7.59541333e-01 -5.44985890e-01
  9.17225897e-01 -6.27226174e-01 -1.42702317e+00  1.48039269e+00
  9.28521633e-01 -6.26638412e-01  2.01405597e+00 -8.65813717e-02
  5.43657780e-01 -4.96017545e-01  1.25362003e+00  4.52802151e-01
 -6.00290775e-01  9.52856615e-02 -1.20214462e+00  1.55298781e+00
  1.58078349e+00  2.32066989e-01 -1.12280071e+00  5.74045897e-01
 -8.08846474e-01 -1.72120437e-01 -2.20667213e-01 -1.14764953e+00
 -2.49092579e-02 -1.57819688e-01  5.02661526e-01  6.35905147e-01
 -1.98817983e-01  1.09542727e+00  6.97952867e-01  7.60705709e-01
 -8.61210823e-01  1.46258390e+00  1.80188477e+00  3.14123511e-01
 -7.22530901e-01  6.99812621e-02  1.48467469e+00  8.55232894e-01
 -8.16579700e-01 -1.66451669e+00  1.24447179e+00  1.89519751e+00
  1.33292782e+00 -7.46324509e-02  8.34748149e-01 -3.43745708e-01
  2.63431519e-02  8.13274443e-01 -2.57330209e-01 -4.11796212e-01
 -2.93552220e-01 -2.57302523e-01  5.58158636e-01  9.72123861e-01
 -2.77658373e-01 -6.31896794e-01 -1.92522809e-01  1.00265980e+00
  2.43385836e-01 -4.46196556e-01 -1.48908353e+00  6.36264324e-01
 -1.57117605e+00  8.83637846e-01  2.70258069e-01 -1.41426671e+00
  7.95074224e-01  1.06115647e-01 -6.73770070e-01 -6.55402899e-01
 -5.03579855e-01  1.68206286e+00  2.06344414e+00  3.67174149e-01
  5.47282159e-01  1.84065789e-01  4.01550233e-01 -1.94171858e+00
 -7.11866677e-01 -9.01808679e-01 -9.59935337e-02 -3.51950020e-01
 -6.54221356e-01  1.88813329e-01  2.22886634e+00  4.54693735e-01
  1.55098498e+00  8.62936020e-01 -1.21931827e+00 -2.73589194e-02
  5.11566460e-01  1.47360414e-01 -1.00011081e-01 -8.21362138e-02
  4.40534592e-01 -7.90486991e-01 -3.46834391e-01 -1.62425005e+00
  5.01239598e-01  5.52876472e-01 -6.71700537e-01 -3.99361730e-01
  1.48881048e-01 -3.41764539e-01 -1.35703385e+00 -1.18199080e-01
 -3.83308798e-01  1.23581076e+00 -5.65246940e-01 -6.14628315e-01
 -1.54328287e-01  1.79342496e+00 -1.06970227e+00 -1.05443454e+00
  1.43742061e+00  5.75678289e-01  2.04884863e+00 -1.56811684e-01
  1.91192853e+00  4.24090564e-01  5.13543785e-01  5.34234345e-01
  1.66267204e+00  1.70721340e+00  3.10966277e+00 -9.41267684e-02
  5.25266230e-01  9.52060819e-02  6.61677122e-01 -1.17776775e+00
  3.33652228e-01  8.08409750e-01 -1.77830935e+00  4.97069508e-02
 -1.65727460e+00  3.44010019e+00 -7.47128189e-01  7.02100158e-01
  7.74761379e-01 -4.48563248e-01  1.01834238e+00 -9.95926142e-01
  9.02348697e-01  1.73945665e-01  9.48659241e-01 -9.82623279e-01
  5.10097384e-01 -1.61500645e+00  2.49381900e-01  8.66691411e-01
  6.88863575e-01 -1.04043424e+00  1.08242500e+00  2.14358509e-01
  1.59129417e+00  8.84885252e-01 -6.02046788e-01  1.16000521e+00
  4.88560230e-01  9.75540727e-02  8.13936710e-01  1.20267713e+00
 -2.23662639e+00  9.31199342e-02 -1.16006052e+00  4.70516562e-01
  1.13816607e+00 -2.94496393e+00  1.19747007e+00 -3.01076800e-01
 -1.92722583e+00  3.85988474e-01  1.46553665e-01 -1.55244219e+00
  4.73119378e-01  3.46995354e-01 -1.41464090e+00  1.21435285e+00
  4.68605667e-01  9.77702856e-01  8.59061837e-01 -8.29158664e-01
 -4.28039759e-01 -4.20346618e-01  7.51367152e-01  1.74755156e+00
  6.41101785e-03  6.01263583e-01  8.07324350e-01  1.07833970e+00
  3.87871385e-01  1.06967592e+00 -5.04867256e-01 -8.01126242e-01
 -1.57358170e+00 -7.59052455e-01 -5.80844343e-01  3.64020258e-01
  9.25995111e-01  7.57172287e-01 -1.00175440e-01  1.94449387e-02
  7.56149769e-01 -1.27203977e+00  1.20515645e+00  8.50832939e-01
 -2.16524124e+00 -7.48084247e-01  1.27314135e-01  2.05556601e-01
  2.10292602e+00  1.12517715e+00 -1.23705173e+00  1.32081568e+00
 -1.60820171e-01 -2.48098707e+00 -4.78462517e-01 -6.10463381e-01
 -1.67852974e+00  9.89123762e-01  4.35608923e-01  5.58580577e-01
  2.84218907e-01 -1.94307566e-01  4.14946854e-01  2.30329776e+00
 -2.02408147e+00  5.56492627e-01  1.66303527e+00 -3.60206157e-01
  7.98324466e-01  1.97333694e-01  4.45632756e-01 -1.74792677e-01
  6.40462518e-01  3.47686946e-01  1.08110189e+00  1.68437397e+00
 -1.84960568e+00 -1.06130862e+00 -2.19512597e-01  9.19341385e-01
 -4.09830838e-01  7.54627228e-01  1.69011152e+00  3.77962399e+00
  1.38070062e-01 -1.83258212e+00  1.19040048e+00 -1.00734019e+00
  7.46740937e-01 -4.37895179e-01 -1.58780396e+00 -8.92471373e-01
  9.00384724e-01  5.22698998e-01 -1.53860882e-01 -7.06889927e-01
  7.33237267e-01 -8.81081760e-01  4.74240959e-01  4.72282171e-02
  1.41711581e+00 -2.13936281e+00  9.48456287e-01 -7.26905316e-02
  1.17397964e+00 -5.09817302e-01  1.11296564e-01 -7.81044602e-01
 -4.64149654e-01 -4.75162327e-01 -2.77303791e+00  1.09488988e+00
 -2.31839165e-01  5.70680022e-01  2.28601500e-01 -3.40025067e-01
 -3.84136111e-01  2.02073979e+00  2.65162140e-01 -2.15990043e+00
  1.13547337e+00  1.43157971e+00  2.86674321e-01 -9.02618766e-01
  8.98825884e-01  7.78825879e-01  9.94435191e-01 -5.92809469e-02
 -4.31443572e-01  2.49546885e-01  4.91054386e-01 -8.19697380e-01
 -3.52066532e-02 -5.28239369e-01  5.65359235e-01 -1.51718330e+00
 -2.68458039e-01  1.17002833e+00 -1.99688888e+00 -5.63199878e-01
  7.09969699e-02 -3.86755824e-01 -1.15761793e+00  8.74616027e-01
  5.90808392e-01 -1.00692987e+00 -6.30590916e-02 -2.63445711e+00
 -1.24627376e+00  1.98616654e-01  1.59691885e-01  9.21966791e-01
 -1.94360539e-02  2.32275501e-01 -9.42774594e-01  2.56617934e-01
  4.17506278e-01  1.48774123e+00  7.45469332e-03  2.05982971e+00
 -1.35722482e+00 -2.46846601e-01  7.96134397e-02  1.25002801e-01
 -2.16697598e+00 -1.82951713e+00  1.24161553e+00  4.74220127e-01
 -1.54945171e+00 -1.37890148e+00 -1.13200700e+00 -1.73852146e-01
 -3.64114821e-01 -1.01568639e+00 -6.73445761e-01 -2.15288103e-01
 -8.88942838e-01  1.62112153e+00  1.77406013e+00 -2.00909615e+00
 -1.26528054e-01 -1.17688134e-01  1.92480803e+00  1.52569616e+00
  8.75986040e-01  1.41343510e+00  2.12051868e-01 -1.02374721e+00
  1.05922890e+00 -1.51386237e+00  1.61316261e-01  1.89512408e+00
  2.32170045e-01 -1.54299200e+00  4.01711881e-01 -5.98404169e-01
  3.79118830e-01  1.27385724e+00  2.09778279e-01  4.57670569e-01]",1,-2.1818305000136715,25.97027,25.581905
