iteration,mean_nearest_dist_to_failed,mean_nearest_dist_to_unconv,mean_delta_failed_minus_unconv,prop_closer_to_failed,prop_closer_to_unconv
99,29.845121,28.478085,1.3670352,0.2857142857142857,0.7142857142857143
100,30.569351,30.225733,0.3436176,0.42857142857142855,0.5714285714285714
101,28.538939,29.216639,-0.6776992,0.5714285714285714,0.42857142857142855
102,29.906363,29.171307,0.7350603,0.14285714285714285,0.8571428571428571
103,30.707123,30.210035,0.49709156,0.42857142857142855,0.5714285714285714
104,29.815405,31.68339,-1.8679812,0.8571428571428571,0.14285714285714285
105,28.48261,27.729303,0.75330764,0.14285714285714285,0.8571428571428571
106,29.115753,30.406301,-1.2905477,0.8571428571428571,0.14285714285714285
107,28.68043,28.198044,0.48238483,0.42857142857142855,0.5714285714285714
108,29.177258,31.015516,-1.8382607,0.7142857142857143,0.2857142857142857
109,30.041006,28.97458,1.0664256,0.0,1.0
110,30.211605,31.479992,-1.2683871,0.8571428571428571,0.14285714285714285
111,30.53888,30.59841,-0.059534073,0.7142857142857143,0.2857142857142857
112,30.73638,29.639286,1.0970947,0.14285714285714285,0.8571428571428571
113,29.912516,29.70115,0.21136339,0.42857142857142855,0.5714285714285714
114,29.428802,29.290844,0.13795935,0.42857142857142855,0.5714285714285714
115,30.159466,29.587473,0.5719932,0.42857142857142855,0.5714285714285714
116,30.171766,29.420567,0.7511973,0.42857142857142855,0.5714285714285714
117,30.20607,29.528597,0.6774755,0.42857142857142855,0.5714285714285714
118,29.368671,30.186415,-0.81774193,0.7142857142857143,0.2857142857142857
119,30.26034,27.727945,2.5323944,0.0,1.0
120,30.155874,29.376217,0.779662,0.14285714285714285,0.8571428571428571
121,30.435154,28.554953,1.8802035,0.0,1.0
122,30.298403,29.18992,1.1084826,0.14285714285714285,0.8571428571428571
123,29.62325,29.952898,-0.3296495,0.7142857142857143,0.2857142857142857
124,30.059828,29.666212,0.39361492,0.42857142857142855,0.5714285714285714
125,30.455997,31.188818,-0.73282135,0.7142857142857143,0.2857142857142857
126,30.100286,29.145552,0.95474106,0.42857142857142855,0.5714285714285714
127,30.626879,30.423964,0.20291628,0.5714285714285714,0.42857142857142855
128,29.706324,29.102932,0.60339135,0.42857142857142855,0.5714285714285714
129,31.080536,29.670294,1.4102383,0.0,1.0
130,28.888214,27.856482,1.0317342,0.14285714285714285,0.8571428571428571
131,30.258238,31.714506,-1.4562689,1.0,0.0
132,29.938663,29.29237,0.6462947,0.42857142857142855,0.5714285714285714
133,30.466248,29.518147,0.94810265,0.14285714285714285,0.8571428571428571
134,28.73316,28.85916,-0.12599836,0.42857142857142855,0.5714285714285714
135,29.20492,28.482508,0.72241265,0.42857142857142855,0.5714285714285714
136,30.321142,31.27704,-0.9558988,1.0,0.0
137,28.771664,28.080156,0.69150513,0.42857142857142855,0.5714285714285714
138,30.898966,28.86485,2.034115,0.0,1.0
139,29.766268,30.522549,-0.756282,0.7142857142857143,0.2857142857142857
140,30.613682,30.062641,0.5510412,0.42857142857142855,0.5714285714285714
141,28.992994,29.481863,-0.488872,0.7142857142857143,0.2857142857142857
142,30.632858,30.587828,0.045030866,0.5714285714285714,0.42857142857142855
143,29.93175,29.814144,0.11760657,0.2857142857142857,0.7142857142857143
144,28.845194,27.747606,1.0975835,0.2857142857142857,0.7142857142857143
145,30.748379,29.931765,0.8166109,0.14285714285714285,0.8571428571428571
146,29.573948,29.5009,0.07304764,0.5714285714285714,0.42857142857142855
147,30.797945,30.439106,0.3588374,0.2857142857142857,0.7142857142857143
148,29.90834,29.525898,0.3824411,0.42857142857142855,0.5714285714285714
149,29.963383,29.053593,0.90979165,0.2857142857142857,0.7142857142857143
150,29.025585,29.268354,-0.2427717,0.5714285714285714,0.42857142857142855
151,30.045046,30.105133,-0.06008802,0.5714285714285714,0.42857142857142855
152,30.394732,30.973934,-0.5792021,0.7142857142857143,0.2857142857142857
153,31.23103,29.48623,1.7448016,0.0,1.0
154,29.531658,29.201664,0.32999367,0.14285714285714285,0.8571428571428571
155,29.189114,29.201708,-0.012595041,0.42857142857142855,0.5714285714285714
156,29.834621,27.828714,2.0059075,0.14285714285714285,0.8571428571428571
157,30.37276,29.21934,1.1534241,0.2857142857142857,0.7142857142857143
158,28.55253,29.510313,-0.95778686,0.8571428571428571,0.14285714285714285
159,30.30635,29.717016,0.5893342,0.14285714285714285,0.8571428571428571
160,29.643362,28.382542,1.2608202,0.2857142857142857,0.7142857142857143
161,30.425613,29.538385,0.88722885,0.2857142857142857,0.7142857142857143
162,30.653418,31.17274,-0.5193228,0.8571428571428571,0.14285714285714285
163,30.864794,29.64058,1.2242156,0.14285714285714285,0.8571428571428571
164,29.12738,27.922274,1.20511,0.0,1.0
165,29.683426,28.317492,1.3659322,0.14285714285714285,0.8571428571428571
166,30.25671,30.05026,0.2064506,0.42857142857142855,0.5714285714285714
167,31.244043,29.550396,1.6936485,0.0,1.0
168,30.108006,29.973337,0.13466944,0.2857142857142857,0.7142857142857143
169,29.622263,28.594221,1.0280443,0.2857142857142857,0.7142857142857143
170,28.970398,28.98361,-0.013210024,0.5714285714285714,0.42857142857142855
171,30.336763,29.5045,0.8322653,0.2857142857142857,0.7142857142857143
172,29.752712,29.755945,-0.0032343182,0.42857142857142855,0.5714285714285714
173,30.17681,28.111994,2.0648177,0.0,1.0
174,30.23972,27.818684,2.421036,0.0,1.0
175,29.235409,27.999187,1.2362226,0.0,1.0
176,30.321169,30.738276,-0.41710663,0.7142857142857143,0.2857142857142857
177,29.696798,28.702639,0.99416214,0.2857142857142857,0.7142857142857143
178,30.218159,28.737171,1.4809848,0.14285714285714285,0.8571428571428571
179,30.288305,29.214813,1.0734923,0.2857142857142857,0.7142857142857143
180,30.990881,29.443155,1.5477257,0.2857142857142857,0.7142857142857143
181,30.616419,29.416134,1.200286,0.0,1.0
182,30.045874,30.762299,-0.7164241,0.7142857142857143,0.2857142857142857
183,31.033937,30.618069,0.41587177,0.42857142857142855,0.5714285714285714
184,29.656717,30.658997,-1.0022806,0.8571428571428571,0.14285714285714285
185,30.90704,29.526104,1.3809332,0.0,1.0
186,29.246181,30.355167,-1.1089891,0.7142857142857143,0.2857142857142857
187,29.601238,28.555891,1.0453466,0.14285714285714285,0.8571428571428571
188,31.35509,29.048021,2.3070695,0.14285714285714285,0.8571428571428571
189,29.468418,28.548672,0.91974884,0.14285714285714285,0.8571428571428571
190,29.406956,28.37289,1.0340682,0.14285714285714285,0.8571428571428571
191,30.175142,31.699339,-1.5241928,1.0,0.0
192,30.019205,30.74405,-0.7248448,0.8571428571428571,0.14285714285714285
193,31.008177,30.187748,0.8204278,0.14285714285714285,0.8571428571428571
194,29.293156,29.383307,-0.09015138,0.5714285714285714,0.42857142857142855
195,30.40614,29.163599,1.2425401,0.14285714285714285,0.8571428571428571
196,29.356083,29.162786,0.19329752,0.5714285714285714,0.42857142857142855
197,30.436022,29.470098,0.96592194,0.0,1.0
198,29.22513,29.268812,-0.043681826,0.5714285714285714,0.42857142857142855
199,29.47894,30.415045,-0.93610764,1.0,0.0
200,30.687147,31.493702,-0.8065564,0.8571428571428571,0.14285714285714285
201,29.383108,28.798353,0.5847558,0.2857142857142857,0.7142857142857143
202,30.387543,30.658525,-0.27098274,0.7142857142857143,0.2857142857142857
203,30.40617,29.327633,1.0785338,0.0,1.0
204,29.4272,29.147924,0.27927372,0.42857142857142855,0.5714285714285714
205,28.980328,28.679337,0.30099133,0.5714285714285714,0.42857142857142855
206,30.261585,29.18561,1.0759727,0.14285714285714285,0.8571428571428571
207,30.061361,29.02338,1.0379823,0.2857142857142857,0.7142857142857143
208,30.427866,28.731836,1.6960294,0.0,1.0
209,28.328646,28.935297,-0.6066505,0.7142857142857143,0.2857142857142857
210,30.933733,30.439344,0.49438804,0.42857142857142855,0.5714285714285714
211,31.54572,30.163553,1.3821678,0.14285714285714285,0.8571428571428571
212,29.706142,31.057718,-1.3515745,1.0,0.0
213,31.415113,29.350153,2.0649607,0.0,1.0
214,29.115997,28.539576,0.5764223,0.14285714285714285,0.8571428571428571
215,30.18324,29.59747,0.5857702,0.2857142857142857,0.7142857142857143
216,30.050293,29.884909,0.16538456,0.5714285714285714,0.42857142857142855
217,30.336527,30.095356,0.24117115,0.2857142857142857,0.7142857142857143
218,31.223835,30.8979,0.325937,0.42857142857142855,0.5714285714285714
219,30.69063,29.353174,1.3374552,0.14285714285714285,0.8571428571428571
220,29.595976,29.960508,-0.36453193,0.5714285714285714,0.42857142857142855
221,30.01824,28.695705,1.3225354,0.0,1.0
222,29.304102,29.193678,0.11042268,0.2857142857142857,0.7142857142857143
223,30.583614,29.749393,0.83421814,0.14285714285714285,0.8571428571428571
224,30.598524,29.873642,0.72488374,0.42857142857142855,0.5714285714285714
225,29.75178,28.009802,1.7419777,0.0,1.0
226,30.404255,29.892874,0.5113817,0.2857142857142857,0.7142857142857143
227,30.818237,29.693476,1.1247618,0.42857142857142855,0.5714285714285714
228,29.463324,29.593075,-0.1297523,0.7142857142857143,0.2857142857142857
229,29.863728,28.860516,1.003213,0.14285714285714285,0.8571428571428571
230,29.32831,28.86233,0.46598026,0.42857142857142855,0.5714285714285714
231,29.195408,28.111416,1.0839937,0.2857142857142857,0.7142857142857143
232,29.395372,29.276197,0.11917659,0.42857142857142855,0.5714285714285714
233,30.072113,29.364838,0.707277,0.14285714285714285,0.8571428571428571
234,30.408047,29.891497,0.51655304,0.42857142857142855,0.5714285714285714
235,30.67219,29.22417,1.448018,0.14285714285714285,0.8571428571428571
236,29.160145,29.127733,0.032412667,0.2857142857142857,0.7142857142857143
237,30.7142,28.975037,1.7391624,0.0,1.0
238,29.37439,29.944841,-0.57045394,0.8571428571428571,0.14285714285714285
239,31.656956,29.027592,2.6293664,0.0,1.0
240,30.448927,30.244167,0.20476095,0.42857142857142855,0.5714285714285714
241,29.906073,28.181213,1.724859,0.0,1.0
242,29.601831,28.800873,0.8009581,0.14285714285714285,0.8571428571428571
243,30.604475,30.170807,0.43367004,0.42857142857142855,0.5714285714285714
244,29.601725,29.734194,-0.13246945,0.2857142857142857,0.7142857142857143
245,29.955622,31.0473,-1.0916792,1.0,0.0
246,31.47261,30.156467,1.316139,0.14285714285714285,0.8571428571428571
247,29.954515,28.940676,1.0138414,0.0,1.0
248,30.645098,28.823984,1.8211161,0.14285714285714285,0.8571428571428571
249,30.631456,30.868448,-0.23699053,0.7142857142857143,0.2857142857142857
250,29.409101,28.790741,0.6183627,0.14285714285714285,0.8571428571428571
251,30.218578,29.03537,1.1832095,0.14285714285714285,0.8571428571428571
252,30.094687,30.635134,-0.5404478,0.7142857142857143,0.2857142857142857
253,30.438965,29.870897,0.56806535,0.42857142857142855,0.5714285714285714
254,29.156797,29.333364,-0.17656544,0.42857142857142855,0.5714285714285714
255,29.090277,28.898329,0.19195093,0.5714285714285714,0.42857142857142855
256,29.685373,28.58494,1.1004344,0.14285714285714285,0.8571428571428571
257,29.901129,31.268555,-1.3674234,1.0,0.0
258,30.6522,29.895617,0.75658447,0.2857142857142857,0.7142857142857143
259,29.361765,29.403502,-0.04173851,0.5714285714285714,0.42857142857142855
260,30.194796,29.803774,0.39101982,0.2857142857142857,0.7142857142857143
261,30.090351,31.278429,-1.1880798,1.0,0.0
262,29.46932,28.900782,0.5685411,0.14285714285714285,0.8571428571428571
263,29.960892,29.10933,0.85156304,0.0,1.0
264,30.141357,31.4993,-1.3579432,1.0,0.0
265,28.750656,28.423283,0.3273776,0.42857142857142855,0.5714285714285714
266,31.133547,30.933859,0.19968769,0.42857142857142855,0.5714285714285714
267,29.307375,27.89485,1.4125233,0.0,1.0
268,29.525133,29.804317,-0.27918243,0.5714285714285714,0.42857142857142855
269,30.770733,29.664927,1.1058123,0.2857142857142857,0.7142857142857143
270,30.240942,30.526562,-0.28561592,0.42857142857142855,0.5714285714285714
271,30.008707,30.911798,-0.9030895,0.7142857142857143,0.2857142857142857
272,29.78908,30.849833,-1.0607535,0.8571428571428571,0.14285714285714285
273,29.939638,28.053114,1.8865253,0.0,1.0
274,29.496832,29.184309,0.31252316,0.42857142857142855,0.5714285714285714
275,30.411701,31.147964,-0.736266,0.8571428571428571,0.14285714285714285
276,30.284363,29.687225,0.5971385,0.42857142857142855,0.5714285714285714
277,30.74434,30.148722,0.59561676,0.2857142857142857,0.7142857142857143
278,29.941214,30.014734,-0.0735193,0.42857142857142855,0.5714285714285714
279,30.236135,29.082075,1.1540612,0.0,1.0
280,31.154623,29.909588,1.2450349,0.14285714285714285,0.8571428571428571
281,29.724895,29.95346,-0.22856794,0.7142857142857143,0.2857142857142857
282,30.52426,29.703558,0.82070214,0.2857142857142857,0.7142857142857143
283,30.442486,29.096844,1.3456419,0.14285714285714285,0.8571428571428571
284,30.188917,30.135345,0.053570885,0.5714285714285714,0.42857142857142855
285,29.98624,29.878475,0.10776874,0.42857142857142855,0.5714285714285714
286,29.851809,28.825191,1.0266192,0.14285714285714285,0.8571428571428571
287,29.416243,29.361177,0.05506679,0.5714285714285714,0.42857142857142855
288,30.509274,30.70726,-0.19798578,0.5714285714285714,0.42857142857142855
289,31.173319,29.970652,1.2026666,0.14285714285714285,0.8571428571428571
290,29.693113,28.894602,0.7985131,0.2857142857142857,0.7142857142857143
291,29.882723,29.455626,0.42709896,0.2857142857142857,0.7142857142857143
292,30.832983,29.350323,1.4826643,0.14285714285714285,0.8571428571428571
293,30.1992,28.733702,1.4654942,0.0,1.0
294,29.593107,28.630846,0.96226203,0.42857142857142855,0.5714285714285714
295,30.948702,30.364809,0.58389443,0.42857142857142855,0.5714285714285714
296,30.226591,29.261164,0.9654293,0.42857142857142855,0.5714285714285714
297,30.326534,29.375305,0.9512256,0.14285714285714285,0.8571428571428571
298,30.009676,29.170849,0.8388318,0.14285714285714285,0.8571428571428571
299,30.064602,29.942095,0.12250682,0.42857142857142855,0.5714285714285714
300,30.86051,31.07132,-0.21080944,0.2857142857142857,0.7142857142857143
301,31.621695,29.704588,1.9171053,0.0,1.0
302,28.942532,28.883844,0.058688845,0.42857142857142855,0.5714285714285714
303,30.279753,29.953829,0.32592338,0.2857142857142857,0.7142857142857143
304,30.14443,29.947744,0.19668388,0.2857142857142857,0.7142857142857143
305,30.317036,29.95882,0.35821316,0.42857142857142855,0.5714285714285714
306,29.66319,28.439419,1.2237734,0.0,1.0
307,30.148973,29.846212,0.3027578,0.14285714285714285,0.8571428571428571
308,30.2162,30.084284,0.13191687,0.5714285714285714,0.42857142857142855
309,30.227673,28.620502,1.6071688,0.14285714285714285,0.8571428571428571
310,31.334269,28.541775,2.7924922,0.0,1.0
311,30.28145,29.218258,1.0631949,0.14285714285714285,0.8571428571428571
312,29.880167,29.301764,0.57840073,0.2857142857142857,0.7142857142857143
313,31.022707,30.987797,0.034910746,0.5714285714285714,0.42857142857142855
314,30.229048,31.680588,-1.4515425,0.8571428571428571,0.14285714285714285
315,30.522768,30.327162,0.19560568,0.2857142857142857,0.7142857142857143
316,29.987015,29.529627,0.45738846,0.14285714285714285,0.8571428571428571
317,30.140669,28.592602,1.5480679,0.0,1.0
318,30.668743,29.787893,0.88084877,0.2857142857142857,0.7142857142857143
319,29.931667,28.47331,1.4583569,0.2857142857142857,0.7142857142857143
320,29.299765,27.761486,1.5382797,0.2857142857142857,0.7142857142857143
321,28.090261,29.459684,-1.3694172,0.5714285714285714,0.42857142857142855
322,31.172285,29.197306,1.9749811,0.0,1.0
323,29.482718,28.84075,0.6419675,0.42857142857142855,0.5714285714285714
324,30.354837,30.04282,0.31201252,0.42857142857142855,0.5714285714285714
325,30.094152,29.996017,0.09813527,0.42857142857142855,0.5714285714285714
326,29.899729,30.256107,-0.35638073,0.7142857142857143,0.2857142857142857
327,29.866343,30.473944,-0.6076036,0.7142857142857143,0.2857142857142857
328,29.182562,29.64128,-0.4587157,0.5714285714285714,0.42857142857142855
329,29.936045,29.416143,0.51989967,0.2857142857142857,0.7142857142857143
330,29.202944,29.742804,-0.53986084,0.5714285714285714,0.42857142857142855
331,29.961338,28.79599,1.1653506,0.0,1.0
332,29.429777,28.95458,0.47519764,0.42857142857142855,0.5714285714285714
333,30.470018,30.861761,-0.39174435,0.8571428571428571,0.14285714285714285
334,29.574308,31.641726,-2.0674176,1.0,0.0
335,28.6664,28.105618,0.56078446,0.2857142857142857,0.7142857142857143
336,30.711239,28.846117,1.865121,0.14285714285714285,0.8571428571428571
337,28.850529,27.708017,1.1425116,0.2857142857142857,0.7142857142857143
338,30.406755,30.116459,0.29029956,0.2857142857142857,0.7142857142857143
339,29.346655,29.360506,-0.0138519835,0.42857142857142855,0.5714285714285714
340,29.985224,30.692186,-0.7069634,0.8571428571428571,0.14285714285714285
341,29.213179,29.541042,-0.32786533,0.5714285714285714,0.42857142857142855
342,29.927626,29.086771,0.8408574,0.14285714285714285,0.8571428571428571
343,30.569427,30.011461,0.55796593,0.14285714285714285,0.8571428571428571
344,30.238222,29.492233,0.74598694,0.42857142857142855,0.5714285714285714
345,30.833578,31.415266,-0.58168685,0.5714285714285714,0.42857142857142855
346,30.532358,28.917654,1.6147033,0.0,1.0
347,30.452148,29.805368,0.64678353,0.2857142857142857,0.7142857142857143
348,30.652721,29.308517,1.3442031,0.0,1.0
349,30.433577,28.724957,1.7086201,0.0,1.0
350,29.959734,30.678503,-0.71877015,0.5714285714285714,0.42857142857142855
351,31.234488,30.829771,0.4047176,0.14285714285714285,0.8571428571428571
352,29.658436,28.754635,0.9038018,0.14285714285714285,0.8571428571428571
353,30.300613,30.25392,0.04669571,0.5714285714285714,0.42857142857142855
354,30.710361,29.62076,1.0895988,0.14285714285714285,0.8571428571428571
355,30.537197,30.023512,0.5136849,0.2857142857142857,0.7142857142857143
356,31.010866,28.45515,2.5557194,0.0,1.0
357,29.84316,30.759369,-0.91621125,0.8571428571428571,0.14285714285714285
358,29.35109,28.787035,0.5640542,0.2857142857142857,0.7142857142857143
359,29.476244,28.402817,1.0734272,0.14285714285714285,0.8571428571428571
360,30.948988,30.155848,0.7931418,0.0,1.0
361,31.213802,29.891933,1.3218725,0.0,1.0
362,30.15086,29.182114,0.9687465,0.14285714285714285,0.8571428571428571
363,30.6523,29.2917,1.3605995,0.14285714285714285,0.8571428571428571
364,29.982279,28.485458,1.4968183,0.14285714285714285,0.8571428571428571
365,29.64054,28.125214,1.5153272,0.14285714285714285,0.8571428571428571
366,29.875095,28.840452,1.0346438,0.14285714285714285,0.8571428571428571
367,29.41218,28.675915,0.73626655,0.2857142857142857,0.7142857142857143
368,29.129883,30.568735,-1.4388531,1.0,0.0
369,30.248291,29.108456,1.1398373,0.2857142857142857,0.7142857142857143
370,29.30932,28.695438,0.613881,0.42857142857142855,0.5714285714285714
371,29.190973,29.016743,0.17423002,0.5714285714285714,0.42857142857142855
372,30.3858,29.29878,1.0870209,0.14285714285714285,0.8571428571428571
373,30.885891,30.047876,0.838016,0.2857142857142857,0.7142857142857143
374,29.63464,29.231192,0.4034454,0.2857142857142857,0.7142857142857143
375,29.57211,28.95699,0.61512023,0.14285714285714285,0.8571428571428571
376,30.281652,28.173334,2.1083183,0.0,1.0
377,28.496103,27.435202,1.0608981,0.0,1.0
378,30.364859,29.878088,0.4867709,0.42857142857142855,0.5714285714285714
379,30.055632,29.872545,0.18308531,0.42857142857142855,0.5714285714285714
380,30.063934,32.4206,-2.3566704,1.0,0.0
381,30.96345,30.20142,0.7620234,0.2857142857142857,0.7142857142857143
382,29.525482,29.429142,0.09633909,0.5714285714285714,0.42857142857142855
383,30.577517,29.578388,0.99912864,0.2857142857142857,0.7142857142857143
384,29.475098,29.73788,-0.2627836,0.7142857142857143,0.2857142857142857
385,29.641754,30.079012,-0.4372575,0.5714285714285714,0.42857142857142855
386,30.341145,28.57121,1.7699358,0.14285714285714285,0.8571428571428571
387,30.349888,29.60033,0.74955887,0.14285714285714285,0.8571428571428571
388,30.830458,29.888935,0.9415215,0.2857142857142857,0.7142857142857143
389,30.058132,29.675062,0.38307136,0.42857142857142855,0.5714285714285714
390,31.138834,29.2877,1.8511331,0.0,1.0
391,30.226519,30.833618,-0.607099,0.7142857142857143,0.2857142857142857
392,29.520716,29.400576,0.120139256,0.2857142857142857,0.7142857142857143
393,29.24169,28.620161,0.6215281,0.42857142857142855,0.5714285714285714
394,29.56536,29.09175,0.47360992,0.42857142857142855,0.5714285714285714
395,29.511374,28.749058,0.762319,0.2857142857142857,0.7142857142857143
396,30.469294,29.743546,0.72574586,0.14285714285714285,0.8571428571428571
397,30.396475,29.434128,0.96234596,0.2857142857142857,0.7142857142857143
398,31.657932,30.044231,1.6137028,0.14285714285714285,0.8571428571428571
399,29.663433,28.525991,1.1374395,0.5714285714285714,0.42857142857142855
400,29.399399,29.74461,-0.34521076,0.8571428571428571,0.14285714285714285
401,30.730299,29.166275,1.5640248,0.0,1.0
402,29.274187,28.553843,0.7203478,0.14285714285714285,0.8571428571428571
